title,author,overview,subject
The Bodhi King Series: Volume 2 (Books 3 and 4),Melissa F. Miller,"<Buckle up for a double dose of mystery and suspense in this two-book forensic thriller set from USA Today bestselling author Melissa F. Miller!Hidden Path (Book 3)A corpse in a cornfield. Neighbor waging war against neighbor. A journal written in code.Forensic pathology Bodhi King's silent retreat at Buddhism monastery hasn't been as contemplative, or silent, as he hoped.Bodhi's plan was to meditate on the meaning of a recent run-in with an old flame, but instead he's pressed into service to identify a murdered stranger.He teams up with a pair of federal agents, a bold, brainy plant pathologist, and the no-nonsense, small-town police chief. The players' loyalties shift continually, and nothing's as it seems.Counseled by his Buddhist monk hosts, and out of his depth, Bodhi finds himself in the middle of investigation with international political and financial implications.And, to think, all he wanted was a little peace and quiet.Twisted Path (Book 4)DNA evidence doesn't lie. Except when it does.When a man is murdered in his bed, DNA evidence conclusively identifies the killer. The only problem? He's currently serving a life sentence for murdering the man's wife more than six years earlier.The medical examiner's office turns to forensic pathologist Bodhi King for help. But Bodhi's conflicted: he worked on the original case before his retirement.As Bodhi untangles the web of evidence, his quest for clarity calls his former colleagues' work into question and leads him down a dangerous path of secrets, lies, and violence. And his commitment to the truth may prove fatal.",Mystery & Crime
The Final Twist (Colter Shaw Series #3),Jeffery Deaver,"""The master of ticking-bomb suspense"" (People) returns with a devilishly good thriller, and reward seeker Colter Shaw's most personal case to date.Just hours after the harrowing events of The Never Game and The Goodbye Man, Colter Shaw finds himself in San Francisco, where he has taken on the mission his father began years ago: finding a missing courier bag containing evidence that will bring down a corporate espionage firm responsible for hundreds, perhaps thousands, of deaths. Following the enigmatic clues his father left behind, Shaw plays cat and mouse with the company's sadistic enforcers, as he speeds from one gritty neighborhood in the City by the Bay to another. Suddenly, the job takes on a frightening urgency: Only by finding the courier bag can he expose the company and stop the murder of an entire family—slated to die in forty-eight hours. With the help of an unexpected figure from his past, and with the enforcers closing the net, Shaw narrows in on the truth—and learns that the courier bag contains something unexpected: a secret that could only be described as catastrophic.Filled with dozens of twists and reversals, The Final Twist is a nonstop race against time to save the family.... and to keep the devastating secret Shaw has uncovered from falling into the wrong hands.",Mystery & Crime
Synchronized Sorcery,Juliet Blackwell,"As witch and vintage store owner Lily Ivory steps into her new role as leader of the Bay Area's magical community, she's faced with a mysterious death of magical proportions... Strange things are happening in Lily Ivory's San Francisco. First, she finds a vintage mermaid costume which dates from the 1939 San Francisco's Treasure Island World's Fair – and which gives off distinctly peculiar vibrations. Next, she stumbles upon a dead man in the office of her predecessor, and as the community's new leader, she feels compelled to track down the culprit. Just when Lily thinks things can't get any stranger, a man appears claiming to be her half-brother, spouting ideas about the mystical prophecy involving San Francisco and their family... When the dead man is linked to the mysterious mermaid costume, and then yet another victim is found on Treasure Island, Lily uncovers ties between the long-ago World’s fair and the current murders, and begins to wonder whether the killer might be hiding in plain sight. But unless Lily can figure everything out in time, there may be yet another body floating in San Francisco Bay.",Mystery & Crime
The Hollywood Spy (Maggie Hope Mystery #10),Susan Elia MacNeal,"Maggie Hope is off to California to solve a crime that hits too close to home—and confront the very evil she thought she had left behind in Europe—as the acclaimed World War II mystery series from New York Times bestselling author Susan Elia MacNeal continues.“A swift, vibrant novel that peels back the asbestos curtain on the complex history of Los Angeles, home to heroes and villains.”—Steph Cha, author of Your House Will PayLos Angeles, 1943. As the Allies beat back the Nazis in the Mediterranean and the United States military slowly closes in on Tokyo, Walt Disney cranks out wartime propaganda and the Cocoanut Grove is alive with jazz and swing every night. But behind this sunny façade lies a darker reality. Somewhere in the lush foothills of Hollywood, a woman floats lifeless in the pool of one of California’s trendiest hotels.When American-born secret agent and British spy Maggie Hope learns that this woman was engaged to her former fiancée, John Sterling, and that he suspects her death was no accident, intuition tells her he’s right. Leaving London under siege is a lot to ask. But John was once the love of Maggie’s life . . . and she won’t say no.  Maggie struggles with seeing her lost love again, but what’s more shocking is that her own country is as divided and convulsed with hatred as Europe. The Zoot Suit Riots loom large in Los Angeles, and the Ku Klux Klan casts a long shadow everywhere. But there is little time to dwell on memories once she starts digging into the case. As she traces a web of deception from the infamous Garden of Allah to the iconic Carthay Circle Theater, she discovers things aren’t always the way things appear in the movies—and the political situation in America is more complicated, and dangerous, than the newsreels would have them all believe.",Mystery & Crime
Brewed Awakening,Cleo Coyle,"From Cleo Coyle, the New York Times bestselling author of Dead Cold Brew, comes a delicious new entry in the “fun and gripping” (Huffington Post) Coffeehouse Mysteries.When coffeehouse manager Clare Cosi awakens on a bench in Washington Square Park, she has no idea she's been missing for the past week, or that her friends and family have been frantic with worry. Now that she's back, everyone is overjoyed, including a handsome NYPD detective who claims to be her fiancé. But to Mike Quinn's crushing distress, Clare doesn't remember him, or much of anything about the last decade of her life.Clare's missing memory is tied to a crime she witnessed. An acquaintance of Clare's elegant employer—and fellow member of an exclusive Gotham circle known as “The Ladies Who Brunch”—invited Clare to her posh hotel to sample gourmet wedding cakes. The pair took a stroll after their indulgent tasting and, according to security camera footage, a masked figure snatched the hotel heiress at gunpoint with Clare looking on. Did the kidnapper take Clare, too? The camera went dark, just like Clare's memory. Soon authorities grow suspicious. Is Clare really a victim? Or merely acting like one? Evidence is mounting that she set the woman up.To clear her name, Clare must find a way to reclaim her memories and rescue the heiress before this high-stakes crime ends in tragedy. Otherwise, instead of walking down the aisle, Clare may find herself perp-walking to prison as an accomplice to kidnapping and murder.",Mystery & Crime
"Mocha, She Wrote: A Bakeshop Mystery",Ellie Alexander,"When a barista competition comes to town, Torte's favorite pastry chef finds herself sleuthing once again—in the next installment of Ellie Alexander's beloved Bakeshop Mystery Series, Mocha, She Wrote!Summer has ushered in a new season in the charming hamlet of Ashland, Oregon. Torte is bustling with tourists taking in star-drenched shows at the Elizabethan, setting out to hike in the surrounding Siskiyou Mountains, and sampling the bakeshop’s summer lineup of raspberry lemon tarts and mint mojito cold brews. Jules and the team are buzzing with excitement when they learn that Andy, Torte’s head barista, has been selected to compete in the West Coast Barista Cup.The prestigious competition draws coffee aficionados from up and down the coast to Ashland. The winner will not only claim to be best-in-brew, but also be awarded a hefty cash prize. Andy’s nervous about his chances, but Jules is confident that her star barista will shine. However, things take a grim turn when head judge Benson Vargas spits out Andy’s first offering, claiming it to be the worst thing to ever touch his lips—and hours later, is found dead clutching Andy’s creamy latte. Suddenly Torte’s favorite barista becomes the number one suspect. There’s no roast for the weary. Jules will have to sleuth out whodunit to clear Andy’s name and catch a killer before she ends up with one foot in the grounds.",Mystery & Crime
Death in Daylesford,Kerry Greenwood,"Taking the waters has never been more delicious--or dangerous...When a mysterious invitation for a spa holiday arrives for Miss Phryne Fisher from an unknown retired Captain Herbert Spencer, Phryne's curiosity is piqued. Spencer runs a retreat in Victoria's rural spa country for shell-shocked veterans of World War I. It's a cause after Phryne's own heart, but what can Spencer want from her?Phryne and her faithful servant Dot set out for Daylesford, viewing their rural sojourn as a short holiday. While Dot gets to know the remarkable women who run the hotel where they are lodging, Phryne enjoys an enticing meal--and dessert--with the attractive Captain Spencer. But their relaxation is short-lived as they are thrown into treacherous Highland gatherings, a mysterious case of disappearing women, and a string of murders committed under their very noses. Meanwhile, back at home, Phryne's three wards are busy solving a mystery of their own when a schoolmate is found floating facedown near the docks--and pregnant at the time of her death.With her usual pluck and deft thinking, Phryne methodically investigates the strange goings-on in this anything-but-tranquil spa town.",Mystery & Crime
The Shadow,James Patterson,"Before Alex Cross, before Michael Bennett, before Jack Reacher, there was The Shadow! The world’s bestselling author, James Patterson, reimagines one of America’s iconic thriller heroes.Only two people know that 1930s society man Lamont Cranston has a secret identity as the Shadow, a crusader for justice. One is his greatest love, Margo Lane, and the other is fiercest enemy, Shiwan Khan. When Khan ambushes the couple, they must risk everything for the slimmest chance of survival . . . in the future.     A century and a half later, Lamont awakens in a world both unknown and disturbingly familiar. The first person he meets is Maddy Gomes, a teenager with her own mysterious secrets, including a knowledge of the legend of the Shadow.Most disturbing, Khan's power continues to be felt over the city and its people. No one in this new world understands the dangers of stopping him better than Lamont Cranston. And only the Shadow knows that he’s the one person who might succeed before more innocent lives are lost.",Mystery & Crime
Sixteen Horses: A Novel,Greg Buchanan,"“Dark, visceral and disturbing, this highly suspenseful and beautifully written thriller is totally gripping from start to finish. A hugely impressive debut.” —Alex Michaelides, author of The Silent Patient and The MaidensA literary thriller from stunning new talent Greg Buchanan, Sixteen Horses is a story of enduring guilt, trauma, and punishment, set in a small seaside community the rest of the world has left behind.In Ilmarsh, England, local police detective Alec Nichols discovers sixteen horses' heads on a farm, each buried with a single eye facing the low winter sun. After Veterinary Forensics expert Cooper Allen travels to the scene, a pathogen is discovered lurking within the soil, and many of those who have come into contact with the corpses grow critically ill.A series of crimes comes to light—disappearances, arson, and mutilations—and in the dark days that follow, the town slips into panic and paranoia. Everything is not as it seems. Anyone could be a suspect. And as Cooper finds herself unable to leave town, Alec is stalked by an unseen threat. The two investigators race to uncover the truth behind these frightened and insidious mysteries—no matter the cost.",Mystery & Crime
"Snap, Crackle...",Dale Mayer,"The haunting refrain torments Bethany, almost as much as the horrors of what she's forgotten. Chased, terrified, and injured, she races away from a gunman into the woods, determined to once again escape those after her.Hunter's first meeting with Bethany reveals an injured, exhausted, and possibly dangerous psychic. Plus she uncooperative, barely civil, keeping everyone at arm's length. Only she needs help, ... and he is the one available. Time for the hunted to turn hunter, and that is his domain. Especially if he gets to champion the underdog, which, in this case, is a prickly and way-to beautiful woman, who he doesn't want to let out of his sight.Not only is she being tracked but they want her back as a captive. A captive to do their bidding. And they've enlisted another of their group, her ex-best friend Lizzy, to hunt down Bethany. They want, no need, her to remember who she really is ... With Hunter at her side, Bethany fights for survival, racing toward an explosive reveal that leaves them all gasping, as their world turns upside down.",Mystery & Crime
The Perfect Deceit (A Jessie Hunt Psychological Suspense ThrillerBook Fourteen),Blake Pierce,"""A masterpiece of thriller and mystery. Blake Pierce did a magnificent job developing characters with a psychological side so well described that we feel inside their minds, follow their fears and cheer for their success. Full of twists, this book will keep you awake until the turn of the last page."" --Books and Movie Reviews, Roberto Mattos (re Once Gone) THE PERFECT DECEIT is book #14 in a new psychological suspense series by bestselling author Blake Pierce, which begins with The Perfect Wife, a #1 bestseller (and free download) with over 600 five-star reviews. When a string of newly-married couples are found murdered in high-end suburbs, Jessie is called in to find the connection between them. Her investigation brings her into the world of exclusive weddings, and a sprawling list of potential suspects. Only one thing is certain: it is a life-and-death race before the killer strikes again.A fast-paced psychological suspense thriller with unforgettable characters and heart-pounding suspense, THE JESSIE HUNT series is a riveting new series that will leave you turning pages late into the night.Book #15 (THE PERFECT MISTRESS) is now also available.",Mystery & Crime
Nobody's Ghoul,Devon Monk,"Police Chief Delaney Reed can handle supernatural disasters. With gods vacationing in her little town of Ordinary, Oregon, and monsters living alongside humans, she's had plenty of practice. But trying to handle something so normal, so average, so very ordinary as planning her own wedding to the man she loves? Delaney is totally out of her depth.When a car falls out of the sky and lands on the beach, Delaney is more than happy to push guest lists and venue dates out of her mind. The car appears empty, but someone has slipped into Ordinary with stolen weapons from the gods. Someone who has the ability to look like any god, monster, or human in town. Someone who might set off a supernatural disaster even Delaney can't handle.",Mystery & Crime
An Irish Hostage: A Novel,Charles Todd,"“[Readers] are bound to be caught up in the adventures of Bess Crawford . . . While her sensibility is as crisp as her narrative voice, Bess is a compassionate nurse who responds with feeling.”— The New York Times Book ReviewIn the uneasy peace following World War I, nurse Bess Crawford runs into trouble and treachery in Ireland—in this twelfth book in the New York Times bestselling mystery series.The Great War is over—but in Ireland, in the wake of the bloody 1916 Easter Rising, anyone who served in France is now considered a traitor, including nurse Eileen Flynn and former soldier Michael Sullivan, who only want to be married in the small, isolated village where she grew up. Even her grandmother is against it, and Eileen’s only protection is her cousin Terrence who was a hero of the Rising and is still being hunted by the British. Bess Crawford had promised to be there for the wedding. And in spite of the danger to her, she keeps that promise—only to be met with the shocking news that the groom has vanished. Eileen begs for her help, but how can Bess hope to find him when she doesn’t know the country, the people, or where to put her trust? Time is running out, for Michael and for Bess herself, and soon her own life is on the line. With only an Irish outlaw and a man being hunted for murder on her side, how can she possibly save herself, much less stop a killer?",Mystery & Crime
Clarity &amp; Connection,Yung Pueblo,"NEW YORK TIMES BESTSELLERFrom the celebrated author of Inward comes a new collection of poetry and short prose focused on understanding how past wounds impact our present relationships.In Clarity & Connection, Yung Pueblo describes how intense emotions accumulate in our subconscious and condition us to act and react in certain ways. In his characteristically spare, poetic style, he guides readers through the excavation and release of the past that is required for growth.To be read on its own or as a complement to Inward, Yung Pueblo’s second work is a powerful resource for those invested in the work of personal transformation, building self-awareness, and deepening their connection with others.",Poetry
From Childhood's Hour,Jade Fountain,"From Childhood's Hour explores the gravity of Grace. Poems rolling in the margins of old youth, observing faded histories and Nature's longsuffering. Tides of words hold hostage bare melancholy while contrite chronicles wash away with blue blood.Fountain's rhythm drifts in and out the vicinity of Living Waters, telling a story of amid protection, juvenile angst, and redemption",Poetry
She Fits Inside These Words,r.h. Sin,"From New York Times bestselling authors r.h. Sin and Robert M. Drake with bestselling poet Samantha King Holmes comes an ode for all women.This is the time to look into the mirror and see everything you’ve been fighting for. Yourself, a peace of mind, and everything your heart deserves. You fit inside these words.",Poetry
"The Collected Works of Jim Morrison: Poetry, Journals, Transcripts, and Lyrics",Jim Morrison,"NEW YORK TIMES BESTSELLERThe definitive anthology of Jim Morrison's writings with rare photographs and numerous handwritten excerpts of unpublished and published poetry and lyrics from his 28 privately held notebooks.You can also hear Jim Morrison’s final poetry recording, now available for the first time, on the CD or digital audio edition of this book, at the Village Recorder in West Los Angeles on his twenty-seventh birthday, December 8, 1970. The audio book also includes performances by Patti Smith, Oliver Ray, Liz Phair, Tom Robbins, and others reading Morrison’s work. Created in collaboration with Jim Morrison’s estate and inspired by a posthumously discovered list entitled “Plan for Book,” The Collected Works of Jim Morrison is an almost 600-page anthology of the writings of the late poet and iconic Doors’ front man. This landmark publication is the definitive opus of Morrison’s creative output—and the book he intended to publish. Throughout, a compelling mix of 160 visual components accompanies the text: excerpts from his 28 privately held notebooks—all written in his own hand and published here for the first time—as well as an array of personal images and commentary on the work by Morrison himself.  This oversized, beautifully produced collectible volume contains a wealth of new material—poetry, writings, lyrics, and audio transcripts of Morrison reading his work. Not only the most comprehensive book of Morrison’s work ever published, it is immersive, giving readers insight to the creative process of and offering access to the musings and observations of an artist whom the poet Michael McClure called “one of the finest, clearest spirits of our times.”  This remarkable collector’s item includes: Foreword by Tom Robbins; introduction and notes by editor Frank Lisciandro that provide insight to the work; prologue by Anne Morrison ChewningPublished and unpublished work and a vast selection of notebook writings The transcript, the only photographs in existence, and production notes of Morrison’s last poetry recording on his twenty-seventh birthday The Paris notebook, possibly Morrison’s final journal, reproduced at full reading sizeExcerpts from notebooks kept during his 1970 Miami trialThe shooting script and gorgeous color stills from the never-released film HWYComplete published and unpublished song lyrics accompanied by numerous drafts in Morrison’s handEpilogue: “As I Look Back”: a compelling autobiography in poem form Family photographs as well as images of Morrison during his years as a performer",Poetry
How Far You Have Come: Musings on Beauty and Courage,Morgan Harper Nichols,"How Far You Have Come is an exquisitely illustrated collection of poetry and essays from bestselling artist and writer Morgan Harper Nichols. In the midst of the hurt and the mundane, the questions and the not yets, you can forget just how far you have come. Morgan weaves together personal reflections with her signature poems, encouraging you to reclaim moments of brokenness, division, and pain and re-envision them as experiences of reconciliation, unity, and hope.As Morgan reflects on the moments that shaped her, she invites you to:Awaken your heart and recognize how your own history has made you who you are todayInto a deeper understanding of pressing on and pressing in, of transformation and surrender, of meaning in the losses and wild anticipation for the splendor ahead Reclaim moments of brokenness, division, and pain and re-envision them as experiences of reconciliation, unity, and hopeBecome who you are in the moment you hold right nowA Wall Street Journal and Publishers Weekly bestselling author, Morgan has cultivated a loyal online community, over a million Instagram followers, and an in-person following as she shares her unique message around the country. How Far You Have Come is an excellent gift for college and high school graduations, faith celebrations and anniversaries, life transitions, and birthdays or simply a gift for yourself.",Poetry
Irrational Love,Demere Coker,"Inspired by and derived from life, Irrational Love is a blend of multiple narratives and topics close to us all including love, relationships, breakups , depression, race and self-love. Irrational Love is more than a book; it's a diary following the complexities of human sentiments – the joys, sadness, contradictions we carry in our hearts. The words will bounce off the page and come to life. In this masterful collection of poems, Demere will take you on a rollercoaster of emotions.Much of this collection lingers on both a personal and universal scale; it will speak to you in a way to make you feel connected with everyone around you. Irrational Love does not stay in the realm of the abstract – this masterpiece is real, raw, chilling, and immersive.This book is one to read, to treasure, and to come back to again and again, a book that – in the best ways – will haunt you and stay with you forever. If you're all about feeling the sweet and the bitter, Irrational Love is guaranteed to invite readers to wander through their emotions!",Poetry
Trials of A Hopeless Romantic,Shelby Mann,"This book is a short collection of many manic ramblings created throughout the course of a relationship. With no real rhyme or reason to how the works are written or formatted. Dramatic, suggestive, simplistic, and overall raw, it's not meant to be an overly polished, professionally written poetry book.  It's a book simply meant to convey the emotions one may feel throughout rollercoaster journey of love and loss.",Poetry
The Divine Comedy,Dante,"""Dante and Shakespeare divide the modern world between them. There is no third."" - T. S. Eliot""Dante's poem is, for many, the greatest single work of Western literature."" - Ian Thompson.""I love my Dante as much as the Bible. He is my spiritual food, the rest is ballast."" - James Joyce.In the middle of our life's journey, I found myself in a dark wood/Bewildered, and I knew I had lost the way: so opens Dante's Divine Comedy, ""the best book literature has achieved"" as Jorge Luis Borges writes.The poem, a journey through hell, purgatory, and paradise, ""the most original and audacious treatment of the afterlife in Western literature"" dazzles with its vivid and inventive storytelling and imagery. ""All life is contained in the poem, for Dante's was an all-encompassing imagination, that interwove classical philosophy with Catholic doctrine and contemporary politics,"" (Ian Thompson).The one hundred cantos of The Divine Comedy--Inferno, Purgatorio, and Paradiso--follow Dante, as, guided by the epic poet, Virgil, he travels through the nine descending circles of a freezing Hell, until he meets Satan trapped at the bottom. Clambering over Satan himself, Dante climbs Mount Purgatorio where he is reunited with his lost love Beatrice, whom he had fallen in love with when they were both nine years old. Now guided by Beatrice, who represents divine revelation, he ascends to Paradiso, a world beyond space and time.The Divine Comedy was written over a period of twenty years towards the end of Dante's life. It was appreciated as a masterpiece soon after its completion, and it has captivated readers and the Western imagination ever since.The Inferno is the most widely translated book after the Bible. This edition is translated by the celebrated poet, Henry Wadsworth Longfellow.﻿Dante Alighieri, (1265-1321) was an Italian poet, prose writer, literary critic, philosopher, and political thinker and adviser. He is regarded as the greatest Italian writer. As one of the very earliest forerunners of the Renaissance, predating Chaucer, he set the stage for the explosion of creativity that was to follow. Dante is best known for The Divine Comedy, which remains the greatest work of Italian literature.",Poetry
Wrapped in Emerald Eyes: A Collection of Poems: Volume I,Anne Marie,"""Wrapped in Emerald Eyes"" is a collection of non-conventional poetry and haiku that spans all human emotions from love to loss and everything in between. After many years away from writing, Anne Marie found her voice again during lockdown and immortalized life during an unprecedented year. For her, writing is a way of purging mixed feelings amid times of heartache...death...but also freckled with joy, boundless love and true friendship. She incorporates white space throughout the anthology so her readers can write down their thoughts, dreams and ideas...for the written word is...everlasting.",Poetry
heart garden: love-ish poems,Tallie Gabriel,"""heart garden"" is Tallie Gabriel's debut collection of poetry, an homage to hoping and risking and loving and hurting and feeling and despairing and trying again anyway. It spans multiple years, people, and experiences. This book is the result of Gabriel plucking the petals off of everything that grew from those experiences and laying them out on her bedroom floor and seeing what patterns they formed, then writing them down.",Poetry
If My Words Didn't Awaken Your Heart - Time Will,Magdalena Hernandez,"A Book  That Can Speak  To Your HeartThere can come a time through everyone's life when love at first sight hits. It can last for days; it can last for years. There are times when the heart that caused love at first sight and the heart that carries the loving urge do meet and can walk the road of love together. But most of the time that love comes and goes, yet leaves questions within us ... ... until forever.",Poetry
Life Dosages,Steffani Harris,"Life Dosages is a vast collection of poems. The book consists of four sections in which the perceptive author shares personal experiences and varied perspectives of loving, growing and surviving on planet earth.",Poetry
Titanic,Bailey Reynolds,"Titanic is a collection of 30 poems compiled from over a decade of writing, presented in chronological order. Bailey Reynolds spans various genres, styles, and topics over the course of this anthology in an attempt to fine-tune her poetic voice and find the poetry that she likes best to write and that she hopes others like to read.",Poetry
Embodied: An Intersectional Feminist Comics Poetry Anthology,"Diamond Comic Distributors, Inc. (Other)","""Verse and visuals meet, with spectacular results."" — FOREWORD (Starred Review)“A thoughtful and vibrant dive into the art of cis female, trans, and nonbinary poets.” - BOOKLIST""This ambitious anthology of feminist comics poetry aims high, and soars."" — PUBLISHERS WEEKLY""Pairing poetry with art highlights the imagery in a fuller way, which is where . . . Embodied finds its greatest success."" — COMICS BEAT""There's nothing quite like Embodied in the comics world."" — WOMEN WRITE ABOUT COMICSPoetry and comics collide in this intersectional feminist anthology featuring twenty-one stories that explore the relationship between gender, identity and the body. A diverse array of award-winning contemporary poets and comic book artists who identify as cis women, trans, and non-binary, work together to create sequential art poems showcasing the relevance, urgency, and power of both genres.Beautifully illustrated and bracingly written, EMBODIED is a memorable collaboration between cis female, trans, and non-binary poets and comics artists showcasing the power of both forms in a stunningly unique keepsake volume that will be treasured for ages.Mystical, rooted, painful, joyous, and ecstatic; visions of the body, our genders, and our very identities from across the spectrum of contemporary poetry come together in this monumental intersectional feminist anthology where verse and comics unite in spectacular new ways.Featuring poetry by national bestseller Maggie Smith, Pulitzer Prize finalist Diane Seuss, and National Endowment of the Arts fellowship recipients Kendra DeColo, Jennifer Givhan, Vanessa Angelica Villarreal, Kayleb Rae Candrilli, Ruth Awad, and Paul Tran.This edition includes a study guide and a process art section.A percentage of the proceeds will benefit International Women's Health Coalition.",Poetry
Blooming From The Ashes,Breeanna Harry,"This is more than just a book, it's my journey. A journey so many people face and often face alone. A journey filled with extreme ups and downs. Discussing things like anxiety, depression, heartache, loss, and so much more. For many people who suffer with mental illnesses and mental health problems, every day feels like chaos. There is never balance, it's the highest highs followed by the lowest lows. I however am learning to find my balance and I hope you can as well. Work on loving yourself and loving life. You deserve to be happy like everyone else is! Most importantly know you are loved and if you ever feel alone reach out to someone.",Poetry
for the ones that got out,Jessica Juliana Fischer-smith,"a series of poems and images that capture small town suburban life in the 90s, community in cities, the magic of the woods, and the things that go bump in the night whether it be love or family",Poetry
"Everyday Mojo Songs of Earth: New and Selected Poems, 2001-2021",Yusef Komunyakaa,"New and selected poems from the Pulitzer Prize–winning poetThese songs run along dirt roads& highways, crisscross lonely seas& scale mountains, traverse skies& underworlds of neon honkytonk,Wherever blues dare to travel.Everyday Mojo Songs of Earth brings together selected poems from the past twenty years of Yusef Komunyakaa’s work, as well as new poems from the Pulitzer Prize winner. Komunyakaa’s masterful, concise verse conjures arresting images of peace and war, the natural power of the earth and of love, his childhood in the American South and his service in Vietnam, the ugly violence of racism in America, and the meaning of power and morality.The new poems in this collection add a new refrain to the jazz-inflected rhythms of one of our “most significant and individual voices” (David Wojahn, Poetry). Komunyakaa writes of a young man fashioning a slingshot, workers who “honor the Earth by opening shine / inside the soil,” and the sounds of a saxophone filling a dim lounge in New Jersey. As April Bernard wrote in The New York Times Book Review, “He refuses to be trivial; and he even dares beauty.”",Poetry
Everything is Everything,Kierra Simone' Jackson,"New poems, From Ki with love and 25 candles included as well. Three in one special.",Poetry
The Collection Plate: Poems,Kendra Allen,"A deeply wrought and joyful debut poetry collection from an exciting new voice Looping exultantly through the overlapping experiences of girlhood, Blackness, sex, and personhood in America, award-winning essayist and poet Kendra Allen braids together personal narrative and cultural commentary, wrestling with the beauty and brutality to be found between mothers and daughters, young women and the world, Black bodies and white space, virginity and intrusion, prison and freedom, birth and death. Most of all, The Collection Plate explores both how we collect and erase the voices, lives, and innocence of underrepresented bodies—and behold their pleasure, pain, and possibilityBoth formally exciting and a delight to read, The Collection Plate is a testament to Allen’s place as the voice of a generation—and a witness to how we come into being in the twenty-first century.",Poetry
The Essential Muriel Rukeyser: Poems,Muriel Rukeyser,"The definitive edition of selected work from a poet whose influence continues to be widely felt today, introduced by Natasha TretheweyEngaging closely with the violence, oppression, and injustice that she witnessed in her lifetime, Muriel Rukeyser was one of the seminal poets of the mid-twentieth century. Closely informed by issues relating to equality, social justice, feminism, and Judaism, her impassioned poetry was often seen as a mode of social protest, but it was also heralded for its deep emotional impact; its personal perspective; forthright discussion of the female experience, particularly sex and single parenthood at a time when these topics were largely taboo; and its wide-ranging exploration of genre and form. As Adrienne Rich wrote: “Muriel Rukeyser’s poetry is unequalled in the twentieth-century United States…She pushes us…to enlarge our sense of what poetry is about in the world, and of the place of feelings and memory in politics.”The Essential Muriel Rukeyser represents the curation of Rukeyser’s most enduring and urgent work, gathered in one volume that spans the many decades of her life and career, and with an introduction from Natasha Trethewey, one of our most important contemporary poets.",Poetry
Purgatorio,Dante Alighieri,"The second installment in Mary Jo Bang’s exhilarating, innovative translation of Dante’s The Divine ComedyAward-winning poet Mary Jo Bang’s new translation of Purgatorio is the extraordinary continuation of her journey with Dante, which began with her transformative version of Inferno. In Purgatorio, still guided by the Roman poet Virgil, Dante emerges from the horrors of Hell to begin the climb up Mount Purgatory, a seven-terrace mountain with each level devoted to those atoning for one of the seven deadly sins. At the summit, we find the Terrestrial Heaven and Beatrice—who will take over for Virgil, who, as a pagan, can only take Dante so far. During the climb, we are introduced to the myriad ways in which humans destroy the social fabric through pride, envy, and vindictive anger.In her signature lyric style, accompanied by her wise and exuberant notes, Bang has produced a stunning translation of this fourteenth-century text, rich with references that span time, languages, and cultures. The contemporary allusions echo the audacious character of the original, and slyly insist that whatever was true in Dante’s era is still true. Usain Bolt, Tootsie Fruit Chews, the MGM logo, Leo the Lion, Amy Winehouse, Marvin Gaye, Bob Dylan, and Gertrude Stein are among those who make cameo appearances as Bang, with eloquence and daring, shepherds The Divine Comedy into the twenty-first century.",Poetry
DETERIORATE,Michelle Marie Jacquot,"DETERIORATE is a poetry chapbook on disdain of the digital age. Dark with infused humor, DETERIORATE contemplates and questions our modern world and its ramifications on humanity.",Poetry
Swing,Alexandra Ameel,"While I was hoping to release this book on Mother's Day, May 9, 2021, the universe intervened and pushed back my plans.  However, I was still able to release the book during the month of May and celebrate both my mom and my graduation from college. I'm so proud of how far I've come and thankful that my mom was there with me, every step of the way. The cover art was painted by Abby Raffle, the interior illustrations were painted by AliceAnn Mosiniak, and the editing was done by Lauren Bartling. Swing is the fifth of a twelve-book collection, the month of May and Mother's Day, the color purple, and me swinging, with my mom beside me, between the past and the future as I transition from college to the rest of my life.",Poetry
In the Mist of it All,September Mist,"The debut book titled, ""In the Mist of it All"" is a testimony of triumph through poetry.  Author, September Mist shares a powerful piece of work that tells her story of how life can take you on a journey of ups and downs, joys and sorrows but In the Mist of it All, she found herself. With the help of GOD, and her willingness to change her life; she was able to overcome addiction, abuse, low self esteem, and the loss of her mother.  In the Mist of it All was written to hopefully encourage others who are facing trials and challenges in their lives to never give up.  Through everything September has endured it made her the dynamic woman of purpose she is today.  In the Mist of it All is a declaration of the strength, courage, and determination September found once she acknowledged she wanted to make changes in her life.",Poetry
