,title,author,overview,genre
961,What Is a Dog?: A Memoir,Chloe Shaw,"On the heels of her family’s beloved dog’s death, one woman returns to the canines of her past in order to imagine the human she hopes to become in the future in her memoir, What Is a Dog? Chloe Shaw is in a dog house of her own choosing. A married mother with kids, the death of Booker, her children’s eldest family pet, has left her reeling and reckoning with her lifelong relationship with dogs. Unable to shake the feeling a year later, she asks her family for some time alone to be with nothing but her thoughts and remaining canines, Safari and Otter—only to find the dogs of her past pawing at her every memory and running, sticks in mouths, back into her life. What follows is a meditation on one woman’s life through the dogs she's loved and lost. Since she was a child, Shaw had learned to escape the hardest parts of being human by immersing herself in the lives of her canine companions, an adaptive attachment that carried her to adulthood. Yet, in marriage and motherhood, Shaw finds herself facing her most human struggles yet. Her old ways of “being the dog” in the face of hardship prove destructive, and it’s not until she’s able to love herself and learn from the dogs of her past and present that can she truly thrive as a person, and show up for the family who needs her to be their person.With artful prose and a philosophical touch, Shaw takes us on an emotional journey anyone who has ever loved and lost a dog will connect with—and discovers dogs do more than just make our lives better—they quietly (and sometimes loudly) pull us boldly toward the person we were always meant to be.",Pets
962,All Creatures Great and Small,James Herriot,"The classic multimillion copy bestsellerDelve into the magical, unforgettable world of James Herriot, the world's most beloved veterinarian, and his menagerie of heartwarming, funny, and tragic animal patients.For over forty years, generations of readers have thrilled to Herriot's marvelous tales, deep love of life, and extraordinary storytelling abilities. For decades, Herriot roamed the remote, beautiful Yorkshire Dales, treating every patient that came his way from smallest to largest, and observing animals and humans alike with his keen, loving eye.In All Creatures Great and Small, we meet the young Herriot as he takes up his calling and discovers that the realities of veterinary practice in rural Yorkshire are very different from the sterile setting of veterinary school. Some visits are heart-wrenchingly difficult, such as one to an old man in the village whose very ill dog is his only friend and companion, some are lighthearted and fun, such as Herriot's periodic visits to the overfed and pampered Pekinese Tricki Woo who throws parties and has his own stationery, and yet others are inspirational and enlightening, such as Herriot's recollections of poor farmers who will scrape their meager earnings together to be able to get proper care for their working animals. From seeing to his patients in the depths of winter on the remotest homesteads to dealing with uncooperative owners and critically ill animals, Herriot discovers the wondrous variety and never-ending challenges of veterinary practice as his humor, compassion, and love of the animal world shine forth.James Herriot's memoirs have sold 80 million copies worldwide, and continue to delight and entertain readers of all ages.",Pets
963,How Stella Learned to Talk: The Groundbreaking Story of the World's First Talking Dog (Signed B&amp;N Exclusive Book),Christina Hunger,"An incredible, revolutionary true story and surprisingly simple guide to teaching your dog to talk from speech-language pathologist Christina Hunger, who has taught her dog, Stella, to communicate using simple paw-sized buttons associated with different words.When speech-language pathologist Christina Hunger first came home with her puppy, Stella, it didn’t take long for her to start drawing connections between her job and her new pet. During the day, she worked with toddlers with significant delays in language development and used Augmentative and Alternative Communication (AAC) devices to help them communicate. At night, she wondered: If dogs can understand words we say to them, shouldn’t they be able to say words to us? Can dogs use AAC to communicate with humans?Christina decided to put her theory to the test with Stella and started using a paw-sized button programmed with her voice to say the word “outside” when clicked, whenever she took Stella out of the house. A few years later, Stella now has a bank of more than thirty word buttons, and uses them daily either individually or together to create near-complete sentences.How Stella Learned to Talk is part memoir and part how-to guide. It chronicles the journey Christina and Stella have taken together, from the day they met, to the day Stella “spoke” her first word, and the other breakthroughs they’ve had since. It also reveals the techniques Christina used to teach Stella, broken down into simple stages and actionable steps any dog owner can use to start communicating with their pets.Filled with conversations that Stella and Christina have had, as well as the attention to developmental detail that only a speech-language pathologist could know, How Stella Learned to Talk will be the indispensable dog book for the new decade.",Pets
964,All Things Bright and Beautiful,James Herriot,"The second volume in the multimillion copy bestselling seriesMillions of readers have delighted in the wonderful storytelling and everyday miracles of James Herriot in the over thirty years since his delightful animal stories were first introduced to the world.Now in a new edition for the first time in a decade, All Things Bright and Beautiful is the beloved sequel to Herriot's first collection, All Creatures Great and Small, and picks up as Herriot, now newly married, journeys among the remote hillside farms and valley towns of the Yorkshire Dales, caring for their inhabitants—-both two- and four-legged. Throughout, Herriot's deep compassion, humor, and love of life shine out as we laugh, cry, and delight in his portraits of his many, varied animal patients and their equally varied owners.",Pets
965,A Dog Called Hope: A Wounded Warrior and the Service Dog Who Saved Him,Jason Morgan,"Lone Survivor meets Marley & Me in this “inspiring and very moving” (Bear Grylls, host of the hit TV show Man vs. Wild) memoir of an extraordinary service dog whose enduring love brought a wounded soldier back to life.A decade ago, special forces warrior Jason Morgan parachuted into the Central American jungle on an antinarcotics raid. He’d served with the famous Night Stalkers on countless such missions. This one was different. Months later, he regained consciousness in a U.S. military hospital with no memory of how he’d gotten there. The first words he heard were from his surgeon telling him he would never walk again. The determined soldier responded, “Sir, yes, I will.” After multiple surgeries, unbearable chronic pain, and numerous setbacks, Morgan was finally making progress when his wife left him and their three young sons. He was a single father confined to a wheelchair and tortured by his pain. At this very dark, very low point, Morgan found light: Napal, the black Labrador who would change his life forever. A Dog Called Hope is the incredible story of a service dog who brought a devastated warrior back from the brink and taught him how to be a true father. It is the story of Napal, who built bridges between his wheelchair-bound battle buddy and the rest of able-bodied humankind. It is the story of Jason, who found life’s true meaning with the help of his faithful companion. Humorous, intensely moving, and uplifting, Jason and Napal’s heartwarming tale will brighten any day and lift every heart.",Pets
966,All Things Wise and Wonderful,James Herriot,"Readers adored James Herriot's tales of his life as a Yorkshire animal doctor in All Creatures Great and Small and All Things Bright and Beautiful. Now here's a third delightful volume of memoirs rich with Herriot's own brand of humor, insight, and wisdom.In the midst of World War II, James is training for the Royal Air Force, while going home to Yorkshire whenever possible to see his very pregnant wife, Helen. Musing on past adventures through the dales, visiting with old friends, and introducing scores of new and amusing characters—animal and human alike—Herriot enthralls with his uncanny ability to spin a most engaging and heartfelt yarn. Millions of readers have delighted in the wonderful storytelling and everyday miracles of James Herriot in the over thirty years since his delightful animal stories were first introduced to the world.",Pets
967,When Harry Met Minnie: A True Story of Love and Friendship,Martha Teichner,"*An Instant New York Times Bestseller!* A memoir of love and loss, of being in the right place at the right time, and of the mysterious ways a beloved pet can bring people together, from CBS Sunday Morning News correspondent and multi-Emmy-Award-winning Martha Teichner.There are true fairy tales. Stories that exist because impossible-to-explain coincidences change everything. Except in real life, not all of them have conventional, happily-ever-after endings. When Harry Met Minnie is that kind of fairy tale, with the vibrant, romantic New York City backdrop of its namesake, the movie When Harry Met Sally, and the bittersweet wisdom of Tuesdays with Morrie.There’s a special camaraderie among early-morning dog walkers. Gathering at dog runs in the park, or strolling through the farmer's market at Union Square before the bustling crowd appears, fellow pet owners become familiar–as do the personalities of their beloved animals. In this special space and time, a chance encounter with an old acquaintance changed Martha Teichner’s world. As fate would have it, her friend knew someone who was dying of cancer, from exposure to toxins after 9/11, and desperate to find a home for her dog, Harry. He was a Bull Terrier—the same breed as Martha’s dear Minnie. Would Martha consider giving Harry a safe, loving new home?In short order, boy dog meets girl dog, the fairy tale part of this story. But there is so much more to this book. After Martha agrees to meet Harry and his owner Carol, what begins as a transaction involving a dog becomes a deep and meaningful friendship between two women with complicated lives and a love of Bull Terriers in common. Through the heartbreak and grief of Carol’s illness, the bond that develops changed Martha’s life, Carol’s life, Minnie’s life, Harry’s life. As it changed Carol’s death as well.In this rich and touching narrative, Martha considers the ways our stories are shaped by the people we meet, and the profound love we can find by opening our hearts to unexpected encounters.",Pets
968,"Second Chances: A Marine, His Dog, and Finding Redemption",Craig Grossi,"The author of the heartwarming Craig and Fred tells the deeply emotional and inspiring story of the next phase of their lives together: working closely with prison inmates in Maine who raise and train puppies to become service dogs.Former US Marine Craig Grossi and his dog Fred appeared on the ""Today Show' and 'Rachael Ray', and in schools, bookstores, and military bases across America as they told the uplifting story of how Craig found Fred, a stray, while serving in Afghanistan—and brought him home. During their travels, Craig was invited to speak at Maine State Prison—the penitentiary that inspired Stephen King’s famous “Shawshank.” While there, he met a group of very special inmates, participants in a program run by the non-profit America’s Vet Dogs.Craig discovered that many of the prisoners are veterans—former soldiers serving their country in an entirely different way: by transforming purebred Labrador Retrievers from floppy puppies into indispensable companions for disabled vets. These service dogs literally and figuratively open doors for men and women, offering hope and a renewed sense of freedom. Yet these disabled vets are not the only lives changed by these dogs. The inmates who train them “are given a purpose, they’re given experience, and most importantly they’re given a sense of self-worth,” Craig explains. “The men at Maine State are given a second chance—something that I believe everyone deserves.” For Craig, the visit had a profound impact. “There was something special going on inside its walls and it was calling out to me. I quickly realized that the program and its men had something to show the world.”In this emotionally powerful book, he introduces these men and challenges us to look deeper, to see them as human beings deserving of a new shot at life. “We’re quick to give second chances to celebrities, politicians and famous athletes when they screw up,” Craig reminds us, “but when it comes to those who’ve been convicted for their mistakes, we too often dismiss them as forever lost.” Second Chances poignantly shows that no life is irredeemable and that each of us can make a difference if given the opportunity.",Pets
969,The Lord God Made Them All,James Herriot,"The Lord God Made Them All is the bestselling sequel to All Things Wise and Wonderful and the fourth volume in James Herriot's classic collections of animal stories. In this newly repackaged volume, after serving in the RAF in World War II, Herriot gladly returns home to Yorkshire to his beloved family and multitude of patients, with many more tender, funny, sad and wise stories to share with us and warm our hearts.Animal lovers of all ages, and fans of Herriot's original classics, won't want to miss this beautiful treasure.",Pets
970,Dogwinks: True Godwink Stories of Dogs and the Blessings They Bring,SQuire Rushnell,"The bestselling and beloved Godwink series returns with a charming, dog-focused collection of stories, all of which provide plenty of hope, encouragement, and laughter. With delightfully uplifting stories and enthralling prose, DogWinks is the perfect gift for dog lovers of all backgrounds. Featuring several never-before-published and true stories about coincidences and divine intervention, DogWinks is an inspirational and entertaining book that illustrates the overwhelming power of faith and how miracles can change our lives and those of our canine companions.",Pets
971,Rescuing Sprite: A Dog Lover's Story of Joy and Anguish,Mark R. Levin,"From the New York Times bestselling radio personality Mark Levin and his family comes the true story of the two years of joy and anguish they had with a rescue dog named Sprite.Mark Levin, while known as a lawyer and nationally syndicated broadcaster, considers himself first and foremost a dog lover. In 2004, Mark’s family added a new member to their bunch—a beautiful, Spaniel-mixed dog they named Sprite. With his beautiful face and soft, huggable fur, Sprite immediately bonded with the Levin family. But on Halloween night, just three weeks after being adopted, Sprite collapsed and had to be rushed to the animal hospital in what would turn out to be the first of many such visits—and a difficult, heart-wrenching journey for the entire family. Over the next two years, Sprite’s health deteriorated, but his spirit remained high and his beauty and grace continued to inspire, until the holiday season of 2006, when the Levin family had to say a final goodbye to their beloved pet. Rescuing Sprite is a stunningly intimate revelation of the strong love that can develop between a family and a pet, and the realization, as Mark Levin puts it, that “in the end, we humans are the lucky ones.”",Pets
972,Zak George's Dog Training Revolution: The Complete Guide to Raising the Perfect Pet with Love,Zak George,"A revolutionary way to raise and train your dog, with “a wealth of practical tips, tricks, and fun games that will enrich the lives of many dogs and their human companions” (Dr. Ian Dunbar, veterinarian and animal behaviorist).Zak George is a new type of dog trainer. A dynamic YouTube star and Animal Planet personality with a fresh approach, Zak helps you tailor dog training to your pet’s unique traits and energy level—leading to quicker results and a much happier pup.For the first time, Zak has distilled the information from his hundreds of videos and experience with thousands of dogs into this comprehensive dog and puppy training guide that includes:• Choosing the right pup for you• Housetraining and basic training• Handling biting, leash pulling, jumping up, barking, aggression, chewing, and other behavioral issues• Health care essentials like finding a vet and selecting the right food• Cool tricks, traveling tips, and activities to enjoy with your dog• Topics with corresponding videos on Zak’s YouTube channel so you can see his advice in action Packed with everything you need to know to raise and care for your dog, this book will help you communicate and bond with one another in a way that makes training easier, more rewarding, and—most of all—fun!",Pets
973,The Boy Who Talked to Dogs: A Memoir,Martin McKenna,"When Martin McKenna was growing up in Garryowen, Ireland, in the 1970s, he felt the whole world knew him as just “that stupid boy.” Badly misunderstood by his family and teachers, Martin escaped from endless bullying by running away from home and eventually adopting—or being adopted by—six street dogs. Camping out in barns, escaping from farmers, and learning to fend for himself by caring for his new friends, Martin discovered a different kind of language, strict laws of behavior, and strange customs that defined the world of dogs. More importantly, his canine companions helped him understand the vital importance of family, courage, and self-respect—and that he wasn’t stupid after all. Their lessons helped Martin make a name for himself as the “Dog Man” in Australia, where he now lives and dispenses his hard-earned wisdom to dog owners who are sometimes baffled by what their four-legged friends are trying to tell them.An emotional and poignant story seasoned with plenty of Frank McCourt–style humor, The Boy Who Talked to Dogs is an inspiration to anyone who’s ever been told he or she won’t amount to anything. It’s also a unique, fascinating look into canine behavior. In these pages, Martin shows how modern life has conditioned dogs to act around humans, in some ways helpful, but in other ways unnatural to their true instincts, and how he has benefited enormously from learning to “talk dog.”",Pets
974,"Thunder Dog: The True Story of a Blind Man, His Guide Dog, and the Triumph of Trust",Michael Hingson,"Faith. Trust. Triumph.“I’m sorry,” the doctor said. “He is permanently and totally blind. There is nothing we can do for him.”George and Sarah Hingson looked at each other, devastated. Their six-month-old son, Michael was a happy, strawberry blond baby boy, healthy and normal in every way except one. When the Hingsons switched on a light or made silly faces, Michael did not react. Ever. “My best suggestion is that you send him to a home for the blind,” the doctor continued. “He will never be able to do anything for himself.”Forty-seven years later, a yellow Labrador retriever puppy was born in the whelping unit of Guide Dogs for the Blind in San Rafael, California. The puppy’s name was Roselle. On September 11, 2001, she saved Michael’s life. This is Roselle’s story too. —From the IntroductionEvery moment in Michael Hingson’s and Roselle’s lives seemed to lead up to this day. When one of four hijacked planes flew into the World Trade Center’s north tower on September 11, 2001, Michael Hingson, a district sales manager for a data protection and network security systems company, was sitting down for a meeting. His guide dog, Roselle, was at his feet. Paired for twenty-one months, man and dog spent that time forging a bond of trust, much like police partners who trust their lives to each other. Michael couldn’t see a thing, but he could hear the sounds of shattering glass, falling debris, and terrified people flooding around him and Roselle. However, Roselle sat calmly beside him. In that moment, Michael chose to trust Roselle’s judgment and not to panic. They were a team.Thunder Dog is a story that will forever change your spirit and your perspective. It illuminates Hingson’s lifelong determination to achieve parity in a sighted world and how the rare trust between a man and his guide dog can inspire an unshakable faith in each one of us.",Pets
975,"Olive, Mabel &amp; Me: Life and Adventures with Two Very Good Dogs",Andrew Cotter,"The story of Olive and Mabel, Labrador retrievers who rose to internet fame as the subjects of Andrew Cotter's BBC sports parodies. When sporting events were put on hold in March 2020, commentator Andrew Cotter shifted to working from home. The one-on-one competitors? His two Labrador retrievers, Olive and Mabel. In the hilarious videos that ensued, the dogs engage in various contests, from bone-snatching and breakfast-eating to crushing it on the dog walk, while Cotter narrates to hilarious effect. The scene of Mabel, simply standing still in a fetid pond was one of the most popular. Why? Because this is how dogs live, and Cotter captured it with humor and joy. It’s why the series has been viewed more than 50 million times, entertaining dog owners, sports fans and celebrities around the world. Olive and Mabel are more than online celebrities, however, as revealed in this charming narrative. Filled with stories about how Cotter fell in love with his dogs, his passion for hiking with them through the glens and over the peaks of his native Scotland, and the ongoing relationship between Olive and Mabel (particularly the “competitive fire” lit during these days of quarantine), the memoir is by turns side-splittingly funny and thoughtfully tender. It’s sure to resonate with all dog lovers.",Pets
976,The Dog Who Came to Stay,Hal Borland,"One dark and stormy winter night, outside his remote New England farmhouse, Hal Borland heard howling. At the door were a half-starved black-and-white mutt and his puppy companion. While reluctant to welcome these uninvited guests into their home, Hal and his wife gave them refuge, finally naming them Pat and Mike. When a local boy lost his dog, and the Borland’s gave Mike to him, Pat’s strong personality blossomed, and he becomes a treasured companion and member of the family. Accompanying Hal on hunts (and himself proving a formidable threat to local wildlife), Pat is the ideal touchstone for insights into the natural world. The Borlands learn valuable lessons from Pat—trust, relationships, and harmony with nature—the same values that led their move from city to country. Through this process, they develop a deeper appreciation for the place they call home. The Dog Who Came to Stay is a first-rate memoir detailing the immeasurable bond between humans and their beloved companions. With touching insight and wry humor free from sentimentality, it’s a compelling tale for all ages; you won’t put it down!",Pets
977,The Bravest Dog Ever: The True Story of Balto (Step into Reading Book Series: A Step 3 Book),Natalie Standiford,"It is one of the worst storms ever - the snow has not stopped for days and it is 30 degrees below zero. But somehow Balto must get through. He is the lead dog of his sled team. And he is carrying medicine to sick children miles away in Nome, Alaska. He is their only hope. Can Balto find his way through the terrible storm? Find out in this exciting true story!",Pets
978,A Cat's Tale: A Journey Through Feline History,Paul Koudounaris,"""Fun, fanciful, and even informative.""—PeopleThe first comprehensive history of felines—from the laps of pagan gods to present-day status as meme stars—as revealed by a very learned tabby with a knack for hunting down factsSince the dawn of civilization, felines have prowled alongside mankind as they expanded their territory and spread the myth of human greatness. And today, cats are peddled on social media as silly creatures here to amuse humans with their antics. But this is an absurd, self-centered fantasy. The true history of felines is one of heroism, love, tragedy, sacrifice, and gravitas. Not entirely convinced? Well, get ready, because Baba the Cat is here to set the record straight.Spanning almost every continent and thousands—yes, thousands—of years, Baba’s complex story of feline survival presents readers with a diverse cast of cats long forgotten: from her prehistoric feline ancestors and the ancient Egyptian cat goddess Bastet to the daring mariners at the height of oceanic discovery, key intellectuals in the Enlightenment period, revered heroes from World Wars I and II, and the infamous American tabbies. Baba, a talented model in addition to a scholar, goes beyond surface-level scratches, pairing her freshly unearthed research with a series of stunning costume portraits to bring history to life.A paws-on journey through the feline hall of fame, with in-depth research and four-legged testaments that will make you rethink who defines history, A Cat’s Tale is a one-of-a-kind chronicle that introduces readers to the illustrious ancestors of their closest companions and shows, once and for all, that cats know exactly what they’re doing.",Pets
979,My Patients Like Treats: Tales from a House-Call Veterinarian,Duncan MacVean DVM,"It’s all fun and games until somebody ends up in a cone. Physicians used to make house calls. Today, a few veterinarians still do. Duncan MacVean, DVM, is one such vet. His patients range from cats and dogs to pigs and lizards—each of them a unique personality. Every animal and every home is different, but every owner is the same in their affection for their companions. Without warning, MacVean finds himself in odd situations: stepping into a basement full of free-flying bats or struck speechless by a pig who loves opera so much that she falls into a trance. The hilarious and the heartbreaking come together in this collection of true tales, all gathered from his lifelong career. MacVean finds himself riding backwards atop a potbelly pig that bucks and kicks its way down the hall, knocking over a china cabinet in the process. One woman with terminal cancer earnestly wants to know where pets go when they pass away—will her beloved cat and dog join her in the afterlife? Navigating the finer elements of human and animal interaction isn’t easy. Here, MacVean provides a glimpse into his experience with such relationships, always looking for the humor and light of every situation. With never a dull moment, his dedication to the animals of this earth and compassion for their human caretakers drives MacVean onward, from house to house, from patient to patient. This heartwarming collection of stories brings readers along for the ride, getting to know the curious creatures he treats and their perhaps sometimes even more curious humans. My Patients Like Treats is the perfect book for animal lovers or those who simply appreciate a good story.",Pets
980,Trooper: The Bobcat Who Came in from the Wild,Forrest Bryant Johnson,"Whenever middle-aged desert tour guide Forrest Bryant Johnson went out on his daily walks into the Mojave, all was usually peaceful and serene. But one beautiful summer day in 1987, Forrest heard a cry of distress. Following the cries, he came upon a small bobcat kitten, injured, orphaned, and desperately in need of help. So Forrest took his new feline friend home for a night. But when the little “trooper” clearly needed some more time to recoup, that night turned into two nights, a week, and eventually nineteen years. And so Trooper became a part of the Johnson family.  And in those nineteen years, Trooper lived his nine lives to the fullest. He explored desert flora and fauna around him, befriending kit foxes, jackrabbits, desert tortoises, and other creatures and getting into mischief along the way. Trooper became a “big brother” to stray tabby Little Brother, teaching, guiding, and protecting Brother on the pair’s adventures and misadventures. He became a beloved patient at his local vet, and cherished housemate of Forrest’s wife, Chi. And Trooper even managed to melt the icy heart of a tough guy neighbor. But most of all, throughout his nineteen years, Trooper became Forrest’s best friend, as the two shared each other’s worries and frustrations, musings and rants, joys and laughter.  Harrowing and heartfelt, Trooper: The Bobcat Who Came in from the Wild is for any reader who ever had their heart stolen by their pet.",Pets
981,Crossing the Line: A Fearless Team of Brothers and the Sport That Changed Their Lives Forever,Kareem Rosser,"""A marvelous addition to the literature of inspirational sports stories."" - Booklist (Starred Review)""This remarkable and inspiring story shines."" - Publishers Weekly (Starred Review)""Crossing the Line will not just leave you with hope, but also ideas on how to make that hope transferable” - New York Times bestselling author Wes MooreAn inspiring memoir of defying the odds from Kareem Rosser, captain of the first all-black squad to win the National Interscholastic Polo championship. Born and raised in West Philadelphia, Kareem thought he and his siblings would always be stuck in “The Bottom”, a community and neighborhood devastated by poverty and violence. Riding their bicycles through Philly’s Fairmount Park, Kareem’s brothers discover a barn full of horses. Noticing the brothers’ fascination with her misfit animals, Lezlie Hiner, founder of The Work to Ride stables, offers them their escape: an after school job in exchange for riding lessons.What starts as an accidental discovery turns into a love for horseback riding that leads the Rossers to discovering their passion for polo. Pursuing the sport with determination and discipline, Kareem earns his place among the typically exclusive players in college, becoming part of the first all-Black national interscholastic polo championship team—all while struggling to keep his family together.Crossing the Line: A Fearless Team of Brothers and the Sport That Changed Their Lives Forever is the story of bonds of brotherhood, family loyalty, the transformative connection between man and horse, and forging a better future that comes from overcoming impossible odds.",Pets
982,"Inside of a Dog: What Dogs See, Smell, and Know",Alexandra Horowitz,"The #1 New York Times bestselling book that asks what dogs know and how they think. The answers will surprise and delight you as Alexandra Horowitz, a cognitive scientist, explains how dogs perceive their daily worlds, each other, and that other quirky animal, the human.Horowitz introduces the reader to dogs’ perceptual and cognitive abilities and then draws a picture of what it might be like to be a dog. What’s it like to be able to smell not just every bit of open food in the house but also to smell sadness in humans, or even the passage of time? How does a tiny dog manage to play successfully with a Great Dane? What is it like to hear the bodily vibrations of insects or the hum of a fluorescent light? Why must a person on a bicycle be chased? What’s it like to use your mouth as a hand? In short, what is it like for a dog to experience life from two feet off the ground, amidst the smells of the sidewalk, gazing at our ankles or knees? Inside of a Dog explains these things and much more. The answers can be surprising—once we set aside our natural inclination to anthropomorphize dogs. Inside of a Dog also contains up-to-the-minute research—on dogs’ detection of disease, the secrets of their tails, and their skill at reading our attention—that Horowitz puts into useful context. Although not a formal training guide, Inside of a Dog has practical application for dog lovers interested in understanding why their dogs do what they do. With a light touch and the weight of science behind her, Alexandra Horowitz examines the animal we think we know best but may actually understand the least. This book is as close as you can get to knowing about dogs without being a dog yourself.",Pets
983,Sergeant Rex: The Unbreakable Bond Between a Marine and His Military Working Dog,Mike Dowling,"The thrilling and inspiring story of a US Marine and his dog Rex, a bomb sniffing German Shepard, who forged a bond of trust and loyalty while serving on the war-torn streets of Iraq’s most dangerous city.In Iraq we put our lives in each other’s hands (and paws) day after day. We took care of each other no matter what. Rex and I have a bond that will last for the rest of our born days. If ever there was a marine who lived up to Semper Fidelis, the motto of the Marine Corps, it’s Rex.Deployed to Iraq’s infamous Triangle of Death in 2004, Sergeant Mike Dowling and his military working dog Rex were part of the first Marine Corps military K9 teams sent to the front lines of combat since Vietnam. It was Rex’s job to sniff out weapons caches, suicide bombers, and IEDs, the devastating explosives that wreaked havoc on troops and civilians alike. It was Mike’s job to lead Rex into the heart of danger time and time again, always trusting Rex to bring them both back alive. Dowling had turned twenty-five and Rex three just after they arrived in Iraq. Neither of them had any idea what to expect, and no training could fully prepare them for this job. An animal lover since childhood, Dowling had fostered and trained dogs for Guide Dogs for the Blind, and he was determined to serve in the military’s K9 unit after joining the Marines. On their first patrols in Iraq, Rex suffered a seemingly incurable fear of explosions and gunfire, but with Mike at the other end of his leash, Rex gained the courage to perform his duty. Filled with harrowing tales of knife-edge bomb-detection work, including an extraordinary baptism by fire, Sergeant Rex is a heart-pounding account of how an unbreakable human-canine bond helped Mike and Rex to stay focused on their mission and save countless lives. Dowling takes us into the searing 130-degree heat, the choking dust, and the ever-present threat of violent attack that seemed to permeate Iraq’s streets. We experience Dowling’s visceral fear of walking down an IED-laden alley where dismemberment or death can come with any footstep, only his trusted partner, Rex, by his side. Loyalty is one of the hallmarks of any good Marine, and nowhere is that quality more evident than in this astonishing account of Mike Dowling and Rex’s wartime experiences. A moving story of how a man and a dog developed complete trust in each other in the face of terrible adversity, Sergeant Rex is an unforgettable tale of sacrifice, courage, and love.",Pets
984,Dog Is Love: Why and How Your Dog Loves You,Clive D. L. Wynne PhD,"A pioneering canine behaviorist draws on cutting-edge research to show that a single, simple trait—the capacity to love—is what makes dogs such perfect companions for humans, and explains how we can better reciprocate their affection.   “Lively and fascinating . . . The reader comes away cheered, better informed, and with a new and deeper appreciation for our amazing canine companions and their enormous capacity for love.” —Cat Warren, New York Times best-selling author of What the Dog Knows  Does your dog love you? Every dog lover knows the feeling. The nuzzle of a dog’s nose, the warmth of them lying at our feet, even their whining when they want to get up on the bed. It really seems like our dogs love us, too. But for years, scientists have resisted that conclusion, warning against anthropomorphizing our pets. Enter Clive Wynne, a pioneering canine behaviorist whose research is helping to usher in a new era: one in which love, not intelligence or submissiveness, is at the heart of the human-canine relationship. Drawing on cutting‑edge studies from his lab and others around the world, Wynne shows that affection is the very essence of dogs, from their faces and tails to their brains, hormones, even DNA. This scientific revolution is revealing more about dogs’ unique origins, behavior, needs, and hidden depths than we ever imagined possible. A humane, illuminating book, Dog Is Love is essential reading for anyone who has ever loved a dog—and experienced the wonder of being loved back.",Pets
985,Saving Sadie: How a Dog That No One Wanted Inspired the World,Joal Derse Dauer,"“An uplifting story with tremendous heart. I couldn't put it down.” —Helen Brown   Joal Derse Dauer was donating blankets at a local no-kill shelter when an injured and despondent dog caught her eye. With three “fur babies” already at home, Joal wasn’t looking to adopt another dog. But there was something special about Sadie . . .   With patience, hope, and plenty of love, Joal saw her canine companion grow in strength and joy. And before long, she discovered that sweet Sadie had transformed her life in ways she never could have imagined.   Joyous and inspiring, Saving Sadie is a triumphant story about the power of unconditional love and second chances—for humans and animals alike.   “A triumphant tale of second chances that shows how patience, hope, compassion and love can truly transform lives.” —Modern Dog   “I fell in love with Sadie as you will, too.”—Fern Michaels   “Saving Sadie will lift your spirit and open your heart. A must-read.”—Jodee Blanco   “What a wonderful book—moving and inspirational, touching and heartwarming.” —Sue Pethick",Pets
986,How to Raise the Perfect Dog: Through Puppyhood and Beyond,Cesar Millan,"From the bestselling author and star of National Geographic Channel's Dog Whisperer, the only resource you’ll need for raising a happy, healthy dog. For the millions of people every year who consider bringing a puppy into their lives–as well as those who have already brought a dog home–Cesar Millan, the preeminent dog behavior expert, says, ""Yes, you can raise the perfect dog!"" It all starts with the proper foundation in the early years. Here, Cesar tells you everything you need to know to create the best environment for a well-balanced dog in order to avoid behavior issues in the future, and shows you how to correct the most common behavior issues for young dogs. Based on Cesar’s own detailed experiences raising individual puppies from some of the most popular breeds, How to Raise the Perfect Dog is like having Cesar right beside you, as your own personal expert, coaching you and your dog from the first day of your life together. Packed with new information aimed specifically at the particular needs of puppies and adolescents, and written in Cesar's friendly, accessible style, How to Raise the Perfect Dog answers all the most commonly asked questions and guides you towards a loving, satisfying life-long relationship with your best friend. #1 New York Times bestselling author, Cesar Millan shows you how to raise the perfect dog and prevent behavior issues before they start, including:• what to expect from each stage of your puppy's development• quick and easy housebreaking• the essentials of proper nutrition• the importance of vaccinating–and of not over-vaccinating• creating perfect obedience from day one through rules, boundaries, and calm-assertive leadership• how to avoid the most common mistakes owners make raising puppies and young dogs• how to correct any issue before it becomes a problem• unique exercises and play to bring out the best in every breed",Pets
987,Fuzz: When Nature Breaks the Law (Signed Book),Mary Roach,"One of Bookpage's Most Anticipated Nonfiction Books of 2021 Join “America’s funniest science writer” (Peter Carlson, Washington Post), Mary Roach, on an irresistible investigation into the unpredictable world where wildlife and humans meet.What’s to be done about a jaywalking moose? A grizzly bear caught breaking and entering? A murderous tree? As New York Times best-selling author Mary Roach discovers, the answers are best found not in jurisprudence but in science: the curious science of human-wildlife conflict, a discipline at the crossroads of human behavior and wildlife biology.Roach tags along with animal attack forensics investigators, human-elephant conflict specialists, bear managers, and “danger tree” faller-blasters. She travels from leopard-terrorized hamlets in the Indian Himalaya to St. Peter’s Square in the early hours before the Pope arrives for Easter Mass, when vandal gulls swoop in to destroy the elaborate floral display. Along the way, Roach reveals as much about humanity as about nature’s lawbreakers. Combining little-known forensic science and conservation genetics with a motley cast of laser scarecrows, langur impersonators, and mugging macaques, Fuzz offers hope for compassionate coexistence in our ever-expanding human habitat.",Pets
