title,author,overview,subject
Seawitch,Alistair MacLean,"SEAWITCHThe massive oil-rig is the hub of a great empire, the pride of its billionaire owner.Lord Worth, predatory and ruthless, has clawed his way to great wealth. Now, he cares for only two things – Seawitch and his two high-spirited daughters. One man knows this:John Cronkite, trouble-shooter for the world's top oilmen and Worth's ex-victim, is spoiling for revenge.In one terrifying week, Worth's world explodes.",Thrillers
Firewalking,Marguérite Turnley,"Quinn is a target for killers. Sherry needs to escape from her life. They answer an advertisement .- HAVE YOU EVER WANTED TO DISAPPEAR? This leads to them working at an isolated homestead with armed guards watching their every move. People are filmed in intimate situations. The situation becomes deadly and once again they try to escape.The Author: Anne Smith, writing as Marguerite Turnley, lives on a rural property in northeast Victoria, Australia with her husband, two cats, and a small dog. She loves wildlife and likes to paint landscapes and draw flowers as well as writing novels, poetry, short stories, and children's books.",Thrillers
Promised Soul,Sandra Jackson,"Just as Krista's summer plans are almost ready, she is suddenly plagued by strange dreams and intense feelings of déjà vu.Feeling like she's losing her mind, Krista visits a psychic, only to feel more confused. When she arrives in England, her dreams persist, and she finds herself at the doorstep of another psychic. She needs clarity.Finally, the words Krista was afraid to say out loud are spoken. Now, she has to figure out what it all means.Promised Soul is a story of the past, present and future of two souls, bound together by eternal and transcending love.",Thrillers
The Bird Cage (Esprios Classics),Eimar O'Duffy,"Eimar Ultan O'Duffy (29 September 1893 - 21 March 1935) was born in Dublin and educated at Belvedere College in Dublin, Stonyhurst College in Lancashire and at University College Dublin. He and Bulmer Hobson caused disaster to the plans for the 1916 Easter Rising when they told Eoin MacNeill that the Rising was planned for the next week; MacNeill, nominal head of the Irish Volunteers, reacted by sending messengers around the country to call off the manoeuvres which were the cover for the Rising, and advertising in newspapers to cancel them. O'Duffy and Hobson went to the North.",Thrillers
Locura en la Comunidad de Propietarios,Kenneth Eade,"La presidenta de la Comunidad de Propietarios de Orange Grove es asesinada, y hay varios sospechosos; de hecho, todos los que viven en Orange Grove. El abogado Brent Marks cree que se trata de un típico caso de defensa por una ejecución hipotecaria, hasta que su clienta queda implicada en el delito y llama a Brent para defenderla. Para empeorar las cosas, el destino de otro cliente está por cruzarse en sus caminos. ¿Brent defiende a una clienta inocente o culpable? En la encrucijada de integridad y ética, el drama judicial explota en la sala del tribunal, mientras que fuera de la sala la acción se sale de control.Aclamado por la crítica:“HOA Wire combina delito y sala del tribunal con tal éxito que la inesperada conclusión se convierte tanto en un resultado exitoso y lógico como en una verdadera sorpresa. Con un conocimiento real sobre los procedimientos de las Comunidades de Propietarios y las peleas entre vecinos, HOA Wire es una investigación diestra sobre la ética abogado-cliente puesta en riesgo, y es lo mejor en literatura sobre delito/drama judicial”.Midwest Book Review“HOA Wire, de Kenneth Eade, es un libro muy bueno, escrito por un abogado. Una combinación de drama judicial y delito, está lleno de idas y vueltas, y tiene un final muy sorprendente. Es una historia fascinante, que cambia de dirección en cada esquina”.Reader's Favorite“Delito, traición, preguntas que hacen pensar relacionadas con la ética y la integridad; esta novela tiene todo lo que necesita para convertirse en una lectura obligada para cualquier amante de la verdadera literatura criminal”.Top Books Worth Reading“HOA Wire es mucho más que una novela criminal intrigante y vertiginosa; es un drama judicial que les traerá a los lectores el recuerdo de las revistas de thrillers y los tendrá pegados a las páginas. Eade es brillante cuando se trata de crear historias complicadas e interesantes que terminan con sorpresas espectaculares, y algunos dicen que sus novelas harán que los lectores piensen en John Grisham, lo que prueba que Kenneth Eade merece estar en las mismas listas con los mejores autores de suspenso del mundo”.I Publisher News“Esto es parte de una serie, sin embargo, es una historia completamente independiente. Es una excelente novela de misterio”.InD Tale Magazine",Thrillers
A Ship Called Abigail,Dan Dooley,"After I lost my wife of fifty years, I soon came to realize that I was not meant to be alone. Nor was I meant to continue the rest of my life solo. I had been a husband for fifty years of marriage, and I knew that my role in life was to continue being a husband. I needed a wife for that is simply who I am. A husband. And, for all of the reasons I first chose to be a husband more than fifty years ago. There is an old George Jones song that contains the words; ""come take my hand, and walk through this world with me."" I needed and wanted someone to let me take her hand, and together the two of us would continue through life, walking through this world together. Patsy had lost her husband of forty-three years. She too had made the personal decision that she did not want to spend the rest of her life alone. She needed and wanted a husband in the same way that I needed and wanted a wife. Since our meeting and marriage, we have told our story to many people. It was a miracle of meeting against odds, but the meeting did happen, and we both quickly knew that the two of us were meant to be together. We credit it all to the working of God's Providence. As of the finishing of the manuscript for this book, we have been married two years. Every day is a blessing from God. As a result of our having told our story many times, several people have strongly suggested that I write a book which would tell our story. Not wanting to make such a book an autobiographical work, I chose to tell the story as a fictionalized account featuring characters of my own creation. Harris Wimberly and Anna Forth are not us. Their story, and their place within the world in which they live is not ours. Their experiences are not completely ours, but our story can be seen within the pages of their story. Harris and Anna live in a world that is not ours, nor in many respects is it like ours. It is a world of steam powered cars, lories, or trains, and even outrageous flying machines, including lighter than air Zeppelin dirigibles, and airships. Clothing styles that remind us of Victorian era dress, goggles and top hats, leather and brass accessories, and gears and clocks. The geography of the land is not the same as ours, for cities with names that we do recognize, are not the cities we know in our world. Notwithstanding the differences between our worlds, the human heart knows all of the common emotions that are the same way regardless of the world it lives in. The loss of a loved one, especially a spouse through death, brings the same heartbreak, and new love found brings joy just the same in both worlds. The worlds we live in may be different, but the human spirit is the same. There is enough of me, and enough of Patsy, in the story to which I can say, I am her Harris and she is my Anna. Since our meeting and our marriage, Patsy and I have been either directly instrumental in the matching of other widowed people who have now followed our lead into marriage, or we have at the least witnessed such meetings and unions. We have witnessed the happiness which new love found brings. They have found, as we have as well, that love the second time around can be deeper and more precious than what came before.",Science Fiction & Fantasy
Legacy of Seconds,Edge O. Erin,"""Crux of a whipscrew!"" A chip of red coral found a gap between Claire's shield and work-shirt, and it stung like a bee. But that discomfort paled in comparison to the invisible sliver that steadily wormed its way into her mind.Her very own family and the Ghan elite were using her dearly departed sister as a vehicle to achieve global rule and facilitate a colonisation mission to a distant world. It pained her even more than her prosthesis.That her sister Mariot might still be alive fuelled her desire to use her affiliation with a resistance movement as a vehicle to redeem - if not rescue - her and bring down the reigning plutocracy.But the Ghans' and Graces' power, combined with the vicious clone Riot they animated, and some of the inhuman men they lorded over, represented a force that might only, at best, be circumvented.",Science Fiction & Fantasy
Through the Looking-Glass (Esprios Classics),Lewis Carroll,"Through the Looking-Glass, and What Alice Found There (also known as Alice Through the Looking-Glass or simply Through the Looking-Glass) is a novel published on 27 December 1871 (though indicated as 1872) by Lewis Carroll and the sequel to Alice's Adventures in Wonderland (1865). Alice again enters a fantastical world, this time by climbing through a mirror into the world that she can see beyond it. There she finds that, just like a reflection, everything is reversed, including logic (for example, running helps one remain stationary, walking away from something brings one towards it, chessmen are alive, nursery rhyme characters exist, and so on).",Science Fiction & Fantasy
Santa Fight Club and Other Christmas Stories,George Saoulidis,A collection of original Christmas short stories and three retellings.Contains:Santa Fight ClubThe Impossible Quest of Hailing a Taxi on Christmas EveThe Red HolidaysTen Kilos Till ChristmasThe Fir Smart-TreeThe Little Match Girl,Science Fiction & Fantasy
Eiagan's Winter: The History of Goranin I,M. J. Padgett,"The land of Goranin has survived the rule of the dreaded Allurigard bloodline for centuries. Suffering perpetual winter at the hands of a tyrannical, bloodthirsty queen, the people seek out a savior to restore their land to its former glory. They find one in Moriarian of Varrow. Moriarian makes grand promises, and the people of Goranin invite him in as their new leader.Eiagan Allurigard, the feared dragon-riding Winter Queen, wants nothing more than peace and quiet. Her people push her to the edge, stage uprisings, and revolt against her absolute authority. When her immortality is stolen and Moriarian attacks, Eiagan barely escapes her castle alive. With a gaping abdominal wound and nowhere to hide, she seeks out an unlikely ally in her quest to reclaim her throne.Moriarian's promise of salvation is too good to be true, and the people are subjugated to a fate worse than death. As Moriarian ravages her land, Eiagan seeks revenge against him and those who betrayed her. Haunted by memories of her past, Eiagan joins forces with a band of rebels, a healer who believes he can save her blackened soul, and a den of dragon-shifters determined to free the land of oppression once and for all.Traitors, a wicked sorcerer, and deadly creatures threaten their survival, but the queen is determined to win back her birthright at all costs—even if it means sacrificing everything.*Graphic violence, not recommended for young audiences",Science Fiction & Fantasy
The Beginning by D.M. Deck,D.M. Deck,"The BeginningBy:  D.M. DeckAs a young teenage girl, Alisha witnesses a horrific crime. This is just the beginning of her problems. As she is on the run, hiding from monsters, she discovers she is above average, there is a whole other world out there waiting to be discovered. A mystery novel mixed with sci-fi, Alisha's adventure proves that things are not what they seem on the surface.",Science Fiction & Fantasy
Visigothic: Rise of the Ringmaster,Jay Newcomb,None,Science Fiction & Fantasy
The Story of the Champions of the Round Table (Esprios Classics),Howard Pyle,"The Story of the Champions of the Round Table, the second of Pyle's volumes, was originally published in 1905. Reissued now, identical in format to the original volume, with Pyle's superb illustrations and decorations, it is destined to reach new generations of readers. The Story of the Champions of the Round Table recounts the full and moving saga of three of Arthur's famous knights: Percival, Tristram, and Launcelot of the Lake. The period in which Howard Pyle did his work frequently has been spoken of as that Golden Age in children's literature that was to last for the decade to follow.",Science Fiction & Fantasy
Oryx y Crake,Margaret Atwood,"Una conmovedora historia sobre el último habitante del planeta en un  inquietante mundo postapocalíptico. Primera parte de la llamada Trilogía de MaddAddam. Oryx y Crake es una inolvidable historia de amor y una conmovedora  imagen de un cercano e inquietante horizonte postapocalíptico. Conocido como Jimmy antes de que el planeta se viese asolado por una  serie de desastres naturales, Hombre de las Nieves llora la pérdida de  Crake, su mejor amigo, y de la bella y esquiva Oryx, de quien ambos  estaban enamorados, mientras lucha por sobrevivir en absoluta soledad sobre la faz de la Tierra. A merced de los elementos, acechado por los recuerdos y sin más compañía  que la de los Hijos de Crake, esos seres de ojos verdes que lo  consideran una especie de profeta, Hombre de las Nieves se pregunta cómo  ha podido cambiar todo en tan poco tiempo y emprende un doble viaje  hacia su pasado y hacia la burbuja de alta tecnología creada por Crake, el lugar donde empezó todo. La crítica ha dicho...«Un argumento que anticipa un futuro tan próximo que podemos olerlo  desde aquí [...]. Atwood se ha superado a sí misma.»Georgia Straight «A la altura de las grandes distopías del siglo XX como Un mundo feliz, 1984 o Mercaderes del espacio en cuanto a su  impacto dramático y fertilidad imaginativa. [...] Un retrato feroz de la  globalización y de un mundo que se desgarra por sus costuras ecológicas [...]. Un libro majestuoso.»The Washington Post «Un amplio lienzo en el que Atwood luce su brillante talento para la sátira y los juegos de palabras, así como su considerable nivel de conocimiento del mundo natural.»Quill & Quiere «Un viaje narrativo de una viveza maravillosa.»National Post «Perfecta, divertida y satírica. Imaginativa y profética. Incluso apocalíptica y extrañamente plausible. [...]. Brillante.»Winnipeg Free Press «Los escritores contemporáneos raras veces escriben sobre ciencia o  tecnología. Margaret Atwood aborda ambos campos -y muchos más- en una novela sorprendente.»The Economist",Science Fiction & Fantasy
The Sundering Flood (Esprios Classics),William Morris,"The Sundering Flood is a fantasy novel by British writer William Morris, perhaps the first modern fantasy writer to unite an imaginary world with the element of the supernatural, and thus the precursor of much of present-day fantasy literature. The Sundering Flood was Morris' last work of fiction, completed only in rough draft, with the ending dictated from his deathbed. It was edited posthumously by his daughter May into finished form for publication and published in 1897. Morris considered his fantasies a revival of the medieval tradition of chivalrous romances; consequently, they tend to have sprawling plots of strung-together adventures. His use of archaic language has been seen as difficult by some modern readers.",Science Fiction & Fantasy
Hyperion Dreams,Edgar Asimov Poe,"What happens when Isaac Asimov and Edgar Allan Poe get together?Your next techno-thriller!Hyperion is a young—obsessed with the truth—blockchain engineer, working on the most promising technology of the century.When he starts having hyper-realistic dreams, he enlists the help of the best psychiatrist on the planet, and his brilliant co-worker, a renowned hacker.The truth should set him free, but he has to find it first…Scroll Up and Grab a Copy Today!This is a Novelette of 11,300+ words - enjoy!",Science Fiction & Fantasy
A Columbus of Space (Esprios Classics),Garrett P. Serviss,"Garrett Putnam Serviss (March 24, 1851 - May 25, 1929) was an American astronomer, popularizer of astronomy, and early science fiction writer. Serviss was born in Sharon Springs, New York and majored in science at Cornell University. He took a law degree at Columbia University but never worked as an attorney. Instead, in 1876 he joined the staff of The New York Sun newspaper, working as a journalist until 1892 under editor Charles Dana. Serviss showed a talent for explaining scientific details in a way that made them clear to the ordinary reader, leading Andrew Carnegie to invite him to deliver The Urania Lectures in 1894 on astronomy, cosmology, geology, and related matters.",Science Fiction & Fantasy
Three Days to Darkness,David B Gittlin,"Heaven isn't the reward Darius McPherson expected it to be. For one thing, he's too young to be there. And now the Archangel Aaron and the Board of Director angels are telling him he has to return to earth to save humanity from itself and an army of renegade angels. He's not exactly in the mood after losing everyone he loves, including the lovely Rebecca, the soul mate he was about to marry before he was killed in a drive-by shooting.	No one seems to care that Junior Operative Darius McPherson is woefully short of adequate training and skills for the difficult task ahead of him. The Archangel keeps assuring him he's the man for the mission, while Darius wonders where the more experienced Senior Operatives have gone.	As his mission briefing draws to a close, the Archangel calmly announces that Darius has three days to defuse what his superiors refer to as ""The Big Emergency,"" a budding cataclysm that threatens the orderly evolution of consciousness itself.	Reluctantly, Darius accepts his assignment. Immediately after the Hyperspace Conveyor Tube deposits Darius in a run down section of Miami, Florida, Darius meets the first member of his mortal task force: seventeen-year old Javon Quincy, a street hustler on the run from a botched robbery attempt.",Science Fiction & Fantasy
Prinzessin der Nacht,Thomas Endl,"Ein Fantasy-Abenteuer, das die magische Welt der ""Zauberflöte"" von Mozart zum Leben erweckt!  Im Sonnenreich Solterra sind Gehorsam und Ordnung die obersten Gebote. Die „Eingeweihten"" regeln das Leben bis ins kleinste Detail: Jeder Bewohner bekommt eine Stundenkugel, die seinen Tagesablauf bestimmt. Die dreizehnjährige Skaia fühlt sich fremd in dieser hellen Welt ohne Freiheit und kann nicht anders, als immer wieder gegen die Regeln zu verstoßen.  Als sie einen geheimen, verwilderten Park entdeckt, gerät sie ins Visier der Mächtigen. Um sich und ihren Bruder zu retten, wagt sie sich mit der scheinweißen Katze Lunetta in eine gefährliche Welt: in das dunkle Land Moxó, wo ein Vogelmensch sein Unwesen treibt - und die Königin der Nacht auf sie wartet.   Ein All-Age-Abenteuer mit zahlreichen Abbildungen aus alter Zeit.",Science Fiction & Fantasy
World In Flames,Ryley Dillard,"Introductions usually start with the name, but what do you do when you have two of them, or two identities in general?Dakota Johnson of Earth is used to one personality. One life. She enjoys her life with her small friend group and desolate town, but that changes when she gets taken to a different world, a completely divergent life and identity gets thrown at her, and she's told it's who she's meant to be.Every day is do or die on this new planet as she and her surrounding companions fight for their lives from the all powerful, master of Shadow Magic, Prince Jarel Pomeroy, who has every intention of ending Dakota where she stands. However, it's a battle when she doesn't know who she can trust as secrets are revealed and a life she once knew was built on pure lies.Dakota must accept this ""other personality"" and become something darker than her enemy, because if she doesn't, she will fall into the prophecy that is bound to destroy her, everyone, and everything around her.",Science Fiction & Fantasy
Sarrow,Tyree Campbell,"The oceans have evaporated as the Earth warmed. It is a time of desolation as the remnants of humanity live in small settlements scattered on what once was the ocean floor. Men are paramount, women are breeders. People do what they can to get by. One breeder dares to say ""No!"" to all this: Sarrow. Refusing to breed, and more skilled and resourceful than most men, she sets off to seek her identity and her destiny. Along the way she encounters Karthan, a kindred spirit. Like her, he searches for himself. They are equals.  But the elements conspire against them: earthquakes, salt storms, volcanos, flash floods. And there are raiding parties who seek to capture and sell slaves. Where are Sarrow and Karthan to go? Up, says Sarrow. I believe in you, says Karthan. Thus the perilous journey back to the land begins.",Science Fiction & Fantasy
The Moon-Voyage (Esprios Classics),Jules Verne,"The Moon-Voyage is an 1865 novel by Jules Verne. It tells the story of the Baltimore Gun Club, a post-American Civil War society of weapons enthusiasts, and their attempts to build an enormous Columbiad space gun and launch three people-the Gun Club's president, his Philadelphian armor-making rival, and a French poet-in a projectile with the goal of a Moon landing. Five years later, Verne wrote a sequel called Around the Moon. This book contains both ""FROM THE EARTH TO THE MOON,"" and ""ROUND THE MOON.""",Science Fiction & Fantasy
The Sea Fairies,L. Frank Baum,"The oceans are big and broad. I believe two-thirds of the earth's surface is covered with water. What people inhabit this water has always been a subject of curiosity to the inhabitants of the land. Strange creatures come from the seas at times, and perhaps in the ocean depths are many, stranger than mortal eye has ever gazed upon. This story is fanciful. In it the sea people talk and act much as we do, and the mermaids especially are not unlike the fairies with whom we have learned to be familiar. Yet they real sea people, for all that, and with the exception of Zog the Magician they are all supposed to exist in the ocean's depths. I am told that some very learned people deny that mermaids or sea-serpents have ever inhabited the oceans, but it would be very difficult for them to prove such an assertion unless they had lived under the water as Trot and Cap'n Bill did in this story. I hope my readers who have so long followed Dorothy's adventures in the Land of Oz will be interested in Trot's equally strange experiences. The ocean has always appealed to me as a veritable wonderland, and this story has been suggested to me many times by my young correspondents in their letters. Indeed, a good many children have implored me to ""write something about the mermaids,"" and I have willingly granted the request.",Science Fiction & Fantasy
The World Peril of 1910 (Esprios Classics),George Griffith,"George Griffith (1857-1906), full name George Chetwynd Griffith-Jones, was a prolific British science fiction writer and noted explorer who wrote during the late Victorian and Edwardian age. Many of his visionary tales appeared in magazines such as Pearson's Magazine and Pearson's Weekly before being published as novels. Griffith was extremely popular in the United Kingdom, though he failed to find similar acclaim in the United States, in part due to his utopian socialist views. A journalist, rather than a scientist, by background, what his stories lack in scientific rigour and literary grace they make up for in sheer exuberance of execution. The Angel of the Revolution: A Tale of the Coming Terror (1893) remains his best and most famous work.",Science Fiction & Fantasy
First Born,Chris R. Notarile,"A year ago, a woman fell in love with a man from beyond the stars. And from their love, a child was born. Destined to one day unite both our world and that of his father's, this newborn baby is now the target of an alien huntress. Her mission- erase the first born from existence, no matter the cost. Can the child of two worlds be saved from the deadly huntress? Or will he, and all those who protect him be exterminated?FIRST BORN is a live action graphic novel, comprised entirely of photographs. The book contains all 4 issues of the original series by Chris .R. Notarile.",Science Fiction & Fantasy
The Regression Particle,Barry Oliver,"Another fabulous book by acclaimed ABDL sci-fi writer, Barry Oliver.In this exciting and significant book, Barry Oliver takes us to a world populated by animals with human-like attributes and in which not all animals are equal. In a haunting tale that echoes George Orwell's 'Animal Farm', Oliver brings us his most powerful and evocative novel yet.Placing the politically-relevant topic of racism into a story of regression and diapering, the author takes us on a journey that will entrance and challenge us. A fight for justice, a fight for equality and indeed... a fight for life.This is a book for all of us - ABDL or not.",Science Fiction & Fantasy
The Marauders of Sazile,Romana Drew,"A young woman must find a way to make peace between two alien cultures.The Cadorie come to Earth to find one special person. They pick Robin Mayfield. Little does she know that they need her to talk to the mysterious Marauders and find out why they keep attacking the Langons. Of course, no one can communicate with the Marauders. No one can even find them. But the Cadorie are certain that Robin is the right person.Robin's adventure leads her to different worlds and different cultures. She must come to terms with her unique skills and face challenges she never dreamed of.",Science Fiction & Fantasy
Sapphyre (Runestar Chronicles Book 1),Jason Komito,"Sapphyre has always known of her magical abilities, but she is unaware of their origin - or how to control them. For the last two winters, she has served ale and food in the Dragon's Flagon.  When the dark-skinned stranger Ashcon arrives to the inn, everything changes. Sapphyre joins him in search for Sorenthor: a man who can find the source of her magic.  Their meeting puts ancient prophecies to play. Followers of the Dark Gods spur into motion, determined to track down and destroy Ashcon and his companions. Can they save the realm from Eternal Night?",Science Fiction & Fantasy
The Great Train Robbery of Monroe County,J. L. Fredrick,"When would-be train robbers discover that someone has betrayed the gang, young Jackson Evans finds he is trapped in a deadly snare: the gang leaders will kill him if he walks out because he knows too much, and an over-zealous sheriff will gun him down if he stays. The beautiful La Crosse River valley region, West Salem and Sparta, Wisconsin are the backdrops for this robbery-gone-bad episode set in 1885. A Black Hills outlaw who escaped the Pinkertons eight years earlier and has managed to stay clear from the long arm of the law, returns from hiding to a small Wisconsin community using an alias for cover. His scheme to rob a Chicago & North Western train heading to La Crosse carrying $75,000 of payroll money for a logging company seems like a good plan. But a flaw in his well-laid design will challenge the gang's efforts.",Science Fiction & Fantasy
The Maze of Minos: Book Three of the Osteria Chronicles,Tammie Painter,"With the gods as your allies, your life, your world, and your sanity have never been in more danger. Soon after returning to Athenos to celebrate his father's recent marriage, Theseus learns his homeland must submit to the cruel demands of an unexpected enemy.Goaded by his father's new wife, Theseus volunteers to defend his land by entering a battle to the death in the pitch black depths of an ancient maze. A battle against a monster of the gods' creation. A battle no other has survived. Aided by the goddess Aphrodite, Theseus stands a stronger chance of triumph than his predecessors, but as ever, the gods' kindness harbors ulterior motives. His bravery, his sacrifice, his struggle to push his world back from the brink of war only serves to further Aphrodite's goals. Goals that will destroy the stability of Osteria and anyone who stands in her way. The Maze of Minos delivers an exhilarating tale of deception and determination, hostile ambition and daring heroism in a world where the myths, gods, and heroes of Ancient Greece come to life as you've never seen them before. If you're craving a blend of mythology, fantasy, and historical adventure, you'll love The Maze. Dare to enter The Maze of Minos by picking up your copy today!",Science Fiction & Fantasy
Bodhi Rising,Andrew Sweet,"Is living better than dying from his chronic disease. Some days, Bodhi wondered...Bodhi Rawls already knows that a normal life is out of the question - his mother fled arrest for grand theft human. And his mother's best friends are genetically altered clones. Oh, and he suffers from a blood disorder that will kill him before his sixteenth birthday. Christine Hamilton relives the same day over and over in her coma - the day her parents died in a fatal car crash. Meanwhile, her grandfather schemes to save the last heir to the Hamilton family empire. His desperation yields a treatment that will save a life, but cost a life.Bodhi's only chance at survival is to willingly take the life of another, a high price that he suffers to pay. His sole kindred spirit, the only other survivor of the procedure, is destined for greatness, and she knows it. The worlds first two immortals circle each other in a merciless orbit of love, murder, and betrayal.Bodhi Rising takes place in the same dystopian future as Models and Citizens where the climate has moved on, taking with it the jobs and dreams of the people. Models, genetically-altered clones like work the jobs others won't, and are hated for it. Once, only escape bore a death penalty. Now? No model is immune in this thrill-packed continuation of the Models and Citizens saga!A splash of Down and Out in the Magic Kingdom by Cory Doctorow mixed in with a hint of Les Miserables by Victor Hugo, this novel captures you in the first sentence as Bodhi struggles with his disease, and never lets you go until the end, when the sad yet hopeful tale bolts its way toward completion.",Science Fiction & Fantasy
The Shield and the Thistle: The Grey Tower Chronicles,Jillian Bondarchuk,"A love beyond time. An adventure beyond imagination...To soothe her broken heart, culinary artist Meggie Washington leaves Manhattan and journeys to the mist-shrouded lowlands of Scotland. All she wants to do is escape her past and give herself some time to heal, but during an afternoon hike on the nearby MacKinnon estate, she is swept up by supernatural forces she can't explain, and is thrust into the distant past...Awakening in 1658 Scotland, Meggie struggles to survive in a time of savage violence and unbridled passion. And when she attracts the eye of Colin MacKinnon, brother to the region's Laird, she finds herself wondering if she really wants to return to her own time after all.A powerful warrior with a warm heart, Colin takes Meggie in his arms, and she feels a fire she's never felt before. When a blood feud with a rival clan threatens both their lives, they must ask themselves what they are willing to sacrifice in the name of love.They are two lost souls, entwined by magic and destiny. But if one should fall, can the other survive?Reader's Warning: possible triggers. Implied sexual assault, human trafficking, violence, mental abuse, and torture.Suitable for readers 17+",Science Fiction & Fantasy
Caught in the Parallel,Robin Brande,(Book 2 of 4)What went wrong? EVERYTHING.High school senior and amateur physicist Audie Masters’ cutting-edge science exploration has helped her do what no other physicist has done before. She found a parallel universe—along with a parallel version of herself.That discovery has catapulted her into the adventure of a lifetime.Now all she has to do is survive it.,Science Fiction & Fantasy
Equality,Edward Bellamy,"Edward Bellamy (1850Ú1898) was an American author and socialist, most famous for his utopian novel, Looking Backward, set in the year 2000. His books include Dr. Heidenhoff's Process (1880), Miss Ludington's Sister (1884), The Duke of Stockbridge (1900), and the utopian novels Looking Backward: 2000Ú1887 (1888), and its sequel, Equality (1897). In ""Looking Backward"" an upper class man from 1887 awakens in 2000 after being in a hypnotic trance to find himself in a socialist utopia. In 1887 Bellany published Equality, which expanded on the theories presented in Looking Backward. Julian West explores the world of 2000 where women are working, clothes made out of strengthened paper, and handwriting is all but nonexistent.",Science Fiction & Fantasy
Sleepy Time for Captain Eris,Margret Treiber,"Captain Eris, AKA Death Engine, former military DNA tweak, and mercenary is unexpectedly pulled out of her retirement in Champion Acres and dragged back into it all by an idiot in a mech suit.Feeling pissed off and miserable about losing her retirement lifestyle and subsequently, her chances of dying of old age; she searches for the reasons why she was reactivated. With the help of her old friend Al, an incognito artificial intelligence; and Om, a twenty-something emo tweak-girl, she discovers a plot that goes a lot deeper than losing her death. And in doing so, she finds a reason to survive.",Science Fiction & Fantasy
Under A Dark Sky (Worldburner Book 1),Johan M. Dahlgren,"On rebel planet Elysium, a man is executed on live video streamed by religious extremists. Nothing terribly original so far for Elysium.  Only this time, the man doesn't die.  When security expert Asher Perez is sent to find him, dark secrets about the rebel colony are exposed. Something dark is stirring in the shadows.  Something that has been watching humanity since the dawn of history.",Science Fiction & Fantasy
The Knight and His Queen: Book One: The Journey to the City,Damion Lopez,"The Knight and His Queen: Book One: The Journey to the CityBy:  Damion Lopez When Damion Lopez wrote his book, The Knight and His Queen, he strived to make it one that would spark conversation.  He saw the state of the world and wanted to show the ugly parts.  To show strong female characters can have dimension and depth.  Lopez spent his nights writing and building characters.  All through his life, his love for stories has always guided him.  From history to religion, History is the story of humanity and religion is the stories that give us hope. We as humans have always looked to stories for lessons from the past.  And a looking glass into the future.  Now it's time to evolve them.  Stories and culture are what bring people together.  From the different beliefs of how the world came to be.  Lopez saw all the similarities and thought, If we all disappear, what would be left?  This one question was the start.  Lopez wanted to make that a story to look back on.  Something that all people can see themselves in.  He has constructed a tale to make the reader think, to ponder, to analyze our lives and the impact we have on each other and our planet.",Science Fiction & Fantasy
In Ashes Lie,Marie Brennan,"The year is 1666. The King and Parliament vie for power, fighting one another with politics and armies alike. Below, the faerie court has enemies of its own. The old ways are breaking down, and no one knows what will rise in their place.But now, a greater threat has come, one that could destroy everything. In the house of a sleeping baker, a spark leaps free of the oven—and ignites a blaze that will burn London to the ground. While the humans struggle to halt the conflagration that is devouring the city street by street, the fae pit themselves against a less tangible foe: the spirit of the fire itself, powerful enough to annihilate everything in its path.Mortal and fae will have to lay aside the differences that divide them and fight together for the survival of London itself.",Science Fiction & Fantasy
Hazelhearth Hires Heroes,D. H. Willison,"Welcome to Hazelhearth: our picturesque city is nestled in a tranquil corner of the empire. Fitness lovers enjoy vigorous nature walks in the surrounding forest (don't forget your sword!) Foodies savor rich, robust walnut-based cuisine. Or visit the gnome quarter for a walk on the wild side! Local mines and orchards beckon with plentiful employment opportunities, while workers sleep safe knowing that stout city walls keep mythic monsters at bay. A select few may even be chosen for exciting quest opportunities.The onslaught of subterranean hordes? Oh, that's happening miles away. And the elves have it completely under control.Inquire today at the Hazelhearth board of tourism, employment, and heroics!How could Sam and Lee say no? Lee is bored to tears as a telegrapher. His only excitement in life is the revolutionary new board game he's creating. And of course constant disruptions at work by Sam, whose high voltage experiments wreak havoc with nearby electric systems. These two best buddies... err... colleagues... err... acquaintances are ready to escape from 19th century America into a more exciting world!",Science Fiction & Fantasy
Heaven's Defender,Ilan Garza,"Heaven's DefenderBy:  Ilan Garza In the middle of a vengeful war between Heaven and Hell, the world is crumbling. Lucifer has been overthrown by his son who seeks vengeance on God for casting his father down from Heaven. As Malsethor leads the demons ravaging the earth, an ancient covenant prevents God from taking action. Thus, Heaven must choose a defender to bestow blessings upon in order to turn the tides of war in their favor. Follow the adventure to watch the fate of Heaven and Earth unfurl.",Science Fiction & Fantasy
