title,author,overview,subject
Inked in Infinity: Dark Ink Box Set Vol. 2: Books 4-6,Cameron Collins,"I inked her once.And now we're linked for all time.A girl walks into my tattoo parlor.And asks me to ink her breast.She's new in town. And just my type.But she's my buddy's wife's best friend.And he tells me to leave her alone.Because wherever I go, and no matter who I hook up with,I only leave a trail of broken hearts.But I can't resist Sera's tempting curves.Or her innocent eyelashes batting at me.I swear I'll make her mine, and I do.Then we feel the hottest chemistry ever.But it's just for one night. Or so we both say.Until something else says differently.It's a little pink plus sign on a pregnancy test.But it means big changes for my life.Because I'm madly in love with Sera.And I'll take care of what's inked in my heart.Inked for Infinity is a box set collection of the third three full-length novels in the Dark Ink series: Inked in Joy, Inked in Love and Inked in Protection. They are standalone books about different couples who are related by setting (tattoo shop) and friendships or sibling relationships. So, you don't have to read the other books to understand these stories, but you can catch up with the other stories in the Inked in Eternity box set that contains books 1 through 3 plus a bonus novella exclusive to the box set.",Romance
The House of Royals Saga,Keary Taylor,"For the first time, enjoy the HOUSE OF ROYALS saga in one combined volume.  This edition includes all five novels:House of RoyalsHouse of PawnsHouse of KingsHouse of JudgesHouse of RavensWhen the sun goes down, proving loyalty means far more than blood.Every town has its history and skeletons, but Silent Bend, Mississippi's are darker than most. Ruled from the shadows by the House—the immortal Born and their aging, enslaved Bitten—everyone knows not to go out after dark and that the police will never look into crimes involving blood.Alivia Ryan didn't know the man who claims to be her father through a will even existed until she inherits the Conrath plantation. Instead of the sleepy house she expects, she finds a mansion and a staff who look at her with fear in their eyes.Ian Ward tried to kill Alivia the first time they met, and then insisted he train her to defend herself against the House, who he claims will try to manipulate and take her in for their own political reasons. And the growing attraction between them will threaten their lives—Ian is a sworn enemy of the House.In Silent Bend, people disappear, the threat of a demented King and the legend of his resurrecting Queen hang over everyone's heads, and proving loyalty means far more than blood. You'd better watch who you trust in this town...The House of Royals Saga is a totally new take on vampire paranormal romance with a brave and cunning heroine, a smoldering, brooding hero, and a twist that will drop your jaw to the floor.  Perfect for fans of Bella Forrest, I.T. Lucas, Stephanie Meyer, Eva Chase, Jaymin Eve, and K.F. Breene.",Romance
Simply Mystical,Lisa C. Bailey,"Welcome to Edgemont, Alabama, where everyone possesses a supernatural gift ... well, almost everyone.Gina Palmer longs to read people's minds with a touch or to see auras, things her mother and sister can do as easily as breathing. Even her beloved dog, Jed, senses things beyond this world, but not Gina.Then one day Ben Jackson breezes into town with a fresh spring rain. Ben had agreed to stay on the Other Side this lifetime, but his desire to be with Gina—again—pushes him to break some serious metaphysical laws.It takes a nudge from an incorporeal voice, a visit from her dead grandmother, and being stalked by an ancient menace to convince Gina to give Ben a chance. But just as the love they've shared through lifetimes reignites, Ben is forced to face the consequences of his unlawful incarnation. Gina must soon learn to harness a power she didn't even know she possessed—or risk losing him until the next lifetime ... and maybe forever.Simply Mystical is the first book in a romantic paranormal fantasy series that features a smart heroine and contains elements of mystery, suspense, and humor, and a dash of Southern flavor.Pick up your copy and start uncovering the secrets of Edgemont today!",Romance
Scoring With Him,Lauren Blakely,"Falling for the rookie wasn't part of the plan.As a pro athlete, I have one unbreakable rule when it comes to men -- Don't date another baseball player.Good thing I haven't been tempted once in four years in the majors. Until the day a rising star walks into my locker room. Outgoing, affable, and sexy-as-sin, Grant has confidence and talent for miles. He seems to get me too, maybe because we each have our fair share of secrets and scars -- ones we'll both fight to protect. But, I've got far too much trouble in my past to want to bring any into my present.All the more reason to resist the kind of dirty deeds his lips and eyes promise. Even after I plant a scorching, hot kiss on the rookie one night after a game.Even after he sends me the world's sexiest selfie.But when Grant reveals his biggest secret, I'm so damn ready to rip up the rulebook.Turns out he's a virgin and he wants me to help him get around all the bases.The only rule? Don't fall in love with him as we go.Scoring with Him is book one in the utterly addictive Men of Summer series. This romance between two professional athletes spans five epic years and continues in Winning With Him.",Romance
The Berserker's Mate: Book One,Amanda Kafka,"All she wanted was to fulfill her mother's final wish....Truth Nightingale is your everyday, run of the mill, human woman. She loves her simple life, living with her mom in a small city in Virginia. When her mom's life is cut short by a tragic car accident, however, Truth sets out to fulfill her mom's final wish: find and connect with her estranged father. But not everything is as it seems and the more time she spends in her father's new life, the more she realizes that her life has been a lie. He had been searching for her for years....Ryker Dolph is a fearsome warrior. Half berserker, half werewolf; he is the alpha to the strongest pack in Europe and the last remaining berserker in the world. His life has been nothing but tragedy, turning him into a perpetual raging beast to everyone around him. That is, until he lays eyes on his destined mate. For the first time in his life, he wants to be better than the fear he instills in others. But winning her heart and exposing the truth of his world could cost him more than he is ready to bargain with. And with an evil enemy threatening their lives, there is no room to let your guard down. Can the pair bridge the gaps of their worlds, discover their full potentials, and survive the threat of a powerful enemy ready to destroy their love and rule the world? Or will Ryker lose Truth forever to the same darkness that stole his Berserker brethren?",Romance
A Bullet Between Us: The Moretti Crime Family,K. Dosal,"**A Bullet Between Us is book one of The Moretti Crime Family series and can be read as a standalone.**DavinaI'd walked into an alley where death awaited me. Terrified under the brittle moon, I'd been left behind as blood swept into the pristine snow. I'd closed my eyes and waited for the afterlife, welcoming it.Death had never come for me, but it ended the life I once knew. Now, I lived in fear, running from a world ruled by vicious men. An organized world where power and violence had no limit. And I was in the middle of it all. It'd led me to him, Ilias. But in this world, my nightmare was etched in the face of every man I stumbled upon. I didn't trust anyone, but my heart trusted him.Even while my mind kept a bullet between us.IliasI was given an assignment, an order. Failure wasn't an option. Not when it meant her, Davina. But how could I keep her alive? I was no hero. Just a man dressed as one, with a heart as corrupted as the same men I grew up with.",Romance
Sunset SEALs Duet #1,Sharon Hamilton,"Books 1 and 5 from the bestselling Sunset SEALs Series, SEALed at Sunset and The House at Sunset Beach, now combined into one book. Follow the story of Aimee and Andy Carr, and the history of the House that held their magic, from a long ago love story that lives forever.SEALed At Sunset:SEALs Don't Poach Another Team Guy's GirlNavy SEAL Andrew Carr needs a lot of mindless beach time as he comes home from his first deployment. He visits a friend he met in BUD/S at a small Florida coastal town. But what he finds is something he cannot have: another SEAL brother's girl.Aimee Greer is fleeing from the sadness in her life, and knows the beach, and the arms of her hot new boyfriend should do the trick. But when Andrew Carr comes to visit, she's not prepared for the explosive chemistry that develops between them from their first glance.The House at Sunset Beach:The Perfect House Lay Down Roots and Raise a Family but Will Echoes From Their Past Destroy Their Romance?SEAL Team 3 member Andy Carr is liking his Florida digs - the call of the seabirds and the roaring of the ocean at his back door. Sunset Beach is also the place where he found his soulmate, Aimee, rescuing her from an abusive relationship with another teammate - a sticky situation that nearly lost him his Trident.But they've embarked on renovating the little house at Sunset she found while they were falling in love, and this house means more to them than just glass, wood, and sheetrock.",Romance
Splintered Hearts,Tegan Kraklio,"Thadric Silverleaf is plagued by incoherent nightmares. At the urging of his dear friend, he seeks the assistance of the divine, but the clarity the goddess gives him is more terrifying than he could have ever dreamed.As a grey elf, he and his people cower in exile from their human enemies. When Thadric is charged with saving his people by uniting with a human woman, he resists his god-given task. But the rumors of war have stoked the fires of fear in their hearts, and the consequences of his refusal begin to show.The personal costs are great, but he had been warned. Can Thadric defy his people and turn his back on his betrothed? Immerse yourself into Thadric's head and dreams, and learn who he will become in the rich world of Iori, where divine dreams help splintered hearts collide.",Romance
The Garden of Lies,Zachary Pieper,"Some lives are defined by a single choice. Selected at a young age to be trained as a warrior for an Empire he detests, Dalj, a wolf shifter, must rally his pack against heavy odds in the Festival of the Hunt. As Dalj plans his path to victory, he must navigate an unsteady alliance with a rival pack led by Amnis Lupine, the eldest daughter of a noble house; while also seeking to expose the foul play of his lifelong enemy, Aryan Anathema. To win the hunt, Dalj must take down the Behemoth of the plains, the Mighty Kerrapane before either of the other packs, or else he will never be awarded entry into the legendary Trial of War. However... Little does Dalj know, that while he hunts for glory, a rebellion plots in the shadows to overthrow the Shaman Empire; and they want Dalj's help to do it. Approached for help by a mysterious girl named Angel, Dalj is asked to join The Forgotten, a rebellion of people immune to the mental manipulation of the shaman, who seek to expose the grand conspiracy the shaman have fed to the populace. They must find a way to awaken the brain washed masses, and overcome the shaman's godlike powers, before they are eradicated. Will Dalj join them? Or will he succumb to darkness and mindlessly serve evil?",Romance
Simply Scandalous,Carly Phillips,"He runs in high society circles...and he's running circles around her heart.In retrospect, it was all Gran's fault.Logan Montgomery has found his niche as an assistant district attorney. But Gran just revealed some worrying intel-dear old dad and his political cronies are about to maneuver him into running for mayor.But Gran has a plan. A pre-emptive strike involving a pretty blonde caterer with supple curves-and a family history literally dripping with scandal. There's just one flaw in his grandmother's scheme: Logan's not a player. And there's a delicious spark of attraction that makes him want to try for something special with Catherine Luck.It's a mystery to Catherine why Logan, who sits at the very top of the social ladder, would even look twice at someone like her. Maybe he has a thing for disgraced, overworked caterers. But his gentle concern, delivered in that velvety chocolate voice, can't be real and Cat knows better than to mix business with pleasure.Raw desire and genuine affection unexpectedly tip them into forbidden territory-love. Until Catherine gets a stark reminder that the Montgomerys never do anything without an ulterior motive.Which means Catherine's luck in love is about to run out ...",Romance
The Rover Princess: Legends of the Old Lands -Book One,D. E. Kilgore,"An ancient contract, age-old traditions, and a runaway princess who tried to escape it all.Enter Maribella Soma, runaway princess and the typical damsel in distress who made the mistake of abandoning her kingdom twelve years earlier. Maribella came to terms years ago she would cherish every day the fates gave her until the crown city of Sheharla called her home. When that day came she would willing go as she soon learns a princess cannot outrun the tangled web of destiny. She expects her life being married to the mysterious dragon prince to be just as uneventful as her travel to the Mountain Dragon Stronghold. Fate soon intervenes on her wedding night as present and future collide. Snapped into another Realm with only her lady in waiting in training by her side and vague questing instructions, Maribella strives to get the quest over and done with. Little does she know the road ahead is fraught with sacrifice, pain, and chance encounters that continue to weave the fate of the Old Lands. Maribella's simple life plan is ripped away as she must decide in whether she will fight for her Realm and Dragon prince she married or if she will run away as her past seems to dictate. One way or another, Maribella will set in motion events that will sway the tides of the coming horde bent on chaos and full destruction of her home Realm and all within the Aevarat Galaxy.",Romance
The End of the Rainbow (Hudson Series #4),V. C. Andrews,"WAS THE HUDSON FAMILY DESTINED TO LIVE IN THE SHADOWS OF THE PAST? OR WOULD LUCK SHINE ON THE NEWEST GENERATION? THE ANSWER LIES AT...  THE END OF THE RAINBOW  Rain's precious daughter, Summer, is about to turn sixteen. Her future lies wide open before her and she carries her mother's wise advice close to her heart: life is hardship, but above all, life is hope. Like all girls her age, Summer dreams of growing up and making her own life, of falling in love and finding her soul mate.  But a devastating tragedy will force Summer to stare into the cold eyes of adulthood long before she is ready. She will learn very quickly about hardship -- but what of hope? Is she as strong as her courageous mother? Or will she crumble?  All her life, Summer has lived on the Virginia estate where the Hudson family's secrets have lurked among the shadows for generations. Now it is time for Summer to discover secrets of her own. Some she will keep. Some she will share. Some will force her to flee the only place she has ever called home. And some will haunt her for the rest of her life....",Horror
Eye of the Storm (Hudson Series #3),V. C. Andrews,"In the wake of a terrible loss, Rain is left alone to bear the Hudson family secreets -- as dark and forbidding as storm clouds on the horizon...  After the death of her beloved Grandmother Hudson, Rain found herself caught in a battle for the vast Hudson family wealth. Marked to inherit millions, Rain faced the fury of her unaccepting mother, her manipulative stepfather, and her cold, vicious Aunt Victoria. But no amount of money can keep Rain's world from crashing down when sudden tragedy strikes.  Left helpless after a devastating blow, Rain sinks into despair as her precious dreams are washed away...dreams that cannot be bought with the Hudson fortune. Her only hope for rebuilding her life rests in trusting a stranger who has come into her world -- a man whose generosity and kindness does not appear to come with strings attached, much to Rain's amazement. But just as she opens her heart to a promising new future, her past comes back to haunt her -- and Rain is pulled into a furious whirlpool of bitterness and heartache.",Horror
Guardian: A Novel,John Saul,"""All the right scares in all the right places."" The Seattle TimesA telephone rings in the dead of night with shocking news for single mother MaryAnne Carpenter: her friends the Wilkensons are suddenly, inexplicably dead, their only child, Joey, a sad and silent adolescent and MaryAnne's godchild, abruptly orphaned. But as MaryAnne rushes with her family to the Wilkenson's ranch to embrace her young charge, disturbing questions mount. Was it an accident that killed her friends? Or murder?Now, as winter transforms the ranch into a place of blinding, dangerous storms, a series of horrific murders, killings that suggest a raging animal and defy solution by the local police, draw ever closer to MaryAnne and her young family.",Horror
Music in the Night (Logan Series #4),V. C. Andrews,"Laura Logan dreams of a glorious Cape Cod day when all the dark secrets are swept away....For Laura Logan, life on Cape Cod has been nearly perfect, full of magical days spent enjoying the sea with her beloved twin brother, Cary. But then, like the creeping of the tides, the vicious rumors at school begin -- cruel voices saying unspeakable things about the Logans. Laura tries to ignore them, but not until handsome, gentle Robert Royce moves to their town does she feel truly carefree and happy again.While Robert's smile drives the shadows from Laura's heart, she still worries about Cary, whose gloomy moods drift in like the coastal fog. And then Grandma Olivia issues a chilling threat, forbidding Laura to see Robert ever again. Alone to suffer because of dark secrets no one will explain, Laura obeys...until the miracle of a glorious summer leads her back into Robert's arms. But dark thunderclouds have been gathering on the horizon, and when they suddenly burst with tragedy, they howl a name from the Logans' shameful past that plunges Laura into a silent, terrible agony. Now Laura can only dream of the warm, sun-filled life she so desperately desires....",Horror
The Nightmare Stacks (Laundry Files Series #7),Charles Stross,"The Laundry Files’ “fast-paced blend of espionage thrills, mundane office comedy and Lovecraftian horror” (SFX) continues as Hugo Award-winning author Charles Stross assigns a day trader to a permanent position on the night shift...After stumbling upon the algorithm that turned him and his fellow merchant bankers into vampires, Alex Schwartz was drafted by the Laundry, Britain’s secret counter-occult agency that’s humanity’s first line of defense against the forces of darkness. Dependent on his new employers for his continued existence—as Alex has no stomach for predatory blood-sucking—he has little choice but to accept his new role as an operative-in-training.   For his first assignment, Alex is dispatched to Leeds to help assess the costs of renovating a 1950s Cold War bunker for use as the Laundry’s new headquarters. Unfortunately, Leeds is Alex’s hometown, and the thought of breaking the news to his parents that he’s left banking for the Civil Service, while hiding his undead condition, is causing him more anxiety than learning how to live as a vampire secret agent preparing to confront multiple apocalypses.   Alex’s only saving grace is Cassie Brewer, a drama student appearing in the local goth festival who is inexplicably attracted to him despite his awkward personality and massive amounts of sunblock.   But Cassie has secrets of her own—secrets that make Alex’s nightlife behaviors seem positively normal...",Horror
Timeless (Parasol Protectorate Series #5),Gail Carriger,"Alexia Tarabotti, Lady Maccon, has settled into domestic bliss. Of course, being Alexia, such bliss involves integrating werewolves into London High society, living in a vampire's second best closet, and coping with a precocious toddler who is prone to turning supernatural willy-nilly. Until, that is, she receives a summons that cannot be ignored. With husband, child, and Tunstells in tow, Alexia boards a steamer to cross the Mediterranean. But Egypt may hold more mysteries than even the indomitable Lady Maccon can handle. What does the vampire Queen of the Alexandria Hive really want from her? Why is the God-Breaker Plague suddenly expanding? And how has Ivy Tunstell suddenly become the most popular actress in all the British Empire?Timeless is the final book of the Parasol Protectorate series: a comedy of manners set in Victorian London, full of werewolves, vampires, dirigibles, and tea-drinking.",Horror
Wylding Hall,Elizabeth Hand,"This Shirley Jackson Award–winning novel is “a true surreal phantasmagoria . . . [a] gothic supernatural” horror story set in the decadent world of British rock (Chelsea Quinn Yarbro). When the young members of a British acid-folk band are compelled by their manager to record their unique music, they hole up at Wylding Hall, an ancient country house with dark secrets. There they create the album that will make their reputation, but at a terrifying cost: Julian Blake, the group’s lead singer, disappears within the mansion and is never seen or heard from again. Now, years later, the surviving musicians, along with their friends and lovers—including a psychic, a photographer, and the band’s manager—meet with a young documentary filmmaker to tell their own versions of what happened that summer. But whose story is true? And what really happened to Julian Blake?",Horror
Dead Lines,Greg Bear,"From a New York Times–bestselling author: A new kind of phone awakens the dead in this technological horror novel “reminiscent of Koontz at his best” (Booklist).   Ever since his life was shattered by the kidnapping and murder of his young daughter, Peter Russell has become a ghost of a man. Once a successful director of adult films, he has been reduced to running questionable errands for an eccentric California millionaire. But everything changes when a Los Angeles start-up offers him the opportunity to create promotional videos for their revolutionary new technology, Trans. The product offers exceptionally powerful, crystal-clear mobile communication that can operate anywhere and everywhere—and Peter sets out to put it into every palm.   But as he uses the device himself, he starts to see his murdered little girl . . .   Soon, there are other voices—disembodied, confused, angry—emanating from a newly invaded dimension. Many are even malevolent . . . and hungry . . . and deadly. As the death toll of Trans-users skyrockets, Peter’s life begins a new spiral downward. Now, he must race to make sense of the horror Trans has wrought before the gateway to Hell bursts wide open.   With Dead Lines, author of the Eon series Greg Bear transforms the literary realm of Dean Koontz, Peter Straub, and Stephen King into something unique by ingeniously blending the speculative with the supernatural. You’ll never look at your phone the same way again.",Horror
In the Dark of the Night,John Saul,"Summer vacation becomes a season in hell for an ordinary family who unwittingly stir something invisible, insidious, and insatiable from its secret slumber–unleashing a wave of horror only the darkest evil could create, that only a master of spine-tingling terror like John Saul could orchestrate. For deep in the shadows in the dark of the night lurks something as big as life . . . and as real as death.It has waited seven years for someone to come back to the rambling lakeside house called Pinecrest, which has stood empty since its last owner went missing. For upscale Chicago couple Dan and Merrill Brewster, the old midwestern manse is an ideal retreat, and for their kids, Eric and Marci, it’s the perfect place to spend a lazy summer exploring. Which is how Eric and his teenage friends discover the curious cache of discarded objects stowed in a hidden room of Pinecrest’s carriage house. The bladeless hacksaws, shadeless lamps, tables with missing legs, headless axe handle, and other unremarkable items add up to a pile of junk. Yet someone took the trouble to inventory each worthless relic in a cryptic ledger. It has all the makings of a great mystery–whispering, coaxing, demanding to be solved.But the more the boys devote themselves to restoring the forgotten possessions and piecing together the puzzle behind them, the more their fascination deepens into obsession. Soon their days are consumed with tending the strange, secret collection–while their nights become plagued by ever more ghastly dreams, nightmares that soon seep into reality. And when a horrifying discovery surfaces, so does the chilling truth–about the terrifying events that rocked the town seven years before, the mysterious disappearance of Pinecrest’s last resident, and a twisted legacy with a malevolent life of its own . . . and a bottomless hunger for new victims.",Horror
Deathwish (Cal Leandros Series #4),Rob Thurman,"In a nightmarish new york city, life is there for the taking in the fourth Cal Leandros novel from New York Times bestselling author Rob Thurman.Half-human Cal Leandros and his brother Niko are barely getting by with their preternatural investigative agency when the vampire Seamus hires them. He’s being followed, and he wants to know by whom. But the Leandros brothers have to do more than they planned when Seamus turns up dead (or un-undead).    Worse still is the return of Cal's nightmarish family—the Auphe. The last time Cal and Niko faced them, they were almost wiped out. Now, the Auphe want revenge. And Cal knows that before they get to him, they will destroy everything and everyone he holds dear. Because, for the Auphe, Cal's pain is a pleasure.   And they’re feeling good...",Horror
Lightning Strikes (Hudson Series #2),V. C. Andrews,"RAIN HAS SEARCHED FOR A PLACE TO CALL HOME. BUT THERE'S NOWHERE TO HIDE WHEN THE NIGHT SKY LIGHTS UP WITH TERROR....Torn from the embrace of her poor but loving family, Rain Arnold now lives surrounded by opulent riches but feels more like an outsider than ever before. Her heart's true passion -- the theater -- may prove to be her salvation, as she embarks on a journey to unmask a legacy of long-buried family secrets.Enrolled in one of England's most prestigious drama schools, Rain is sent to London to live with her great-aunt, Lenora, of the renowned Endfield family. Their estate is breathtakingly austere, filled with antiques and a long, storied history. But something isn't right. Rain hears footsteps at night, and the high-pitched laughter of a little girl. She sees strange lights in rooms that are supposed to be closed off. And everything about the place -- the air, the silence, even the somber household staff -- is as cold and soulless as a museum. Behind the icy sheen of wealth and privilege lies something unspeakable. Something that could turn Rain's most precious dreams into an inescapable nightmare....",Horror
The Dark Half,Stephen King,"Set in the fictional town of Castle Rock, Maine A “wondrously frightening” (Publishers Weekly) tale of terror and #1 national bestseller about a writer’s pseudonym that comes alive and destroys everyone on the path that leads to the man who created him.Thad Beaumont is a writer, and for a dozen years he has secretly published violent bestsellers under the name of George Stark. But Thad is a healthier and happier man now, the father of infant twins, and starting to write as himself again. He no longer needs George Stark and so, with nationwide publicity, the pseudonym is retired. But George Stark won’t go willingly. And now Thad would like to say he is innocent. He’d like to say he has nothing to do with the twisted imagination that produced his bestselling novels. He’d like to say he has nothing to do with the series of monstrous murders that keep coming closer to his home. But how can Thad deny the ultimate embodiment of evil that goes by the name he gave it—and signs its crimes with Thad’s bloody fingerprints? The Dark Half is “a chiller” (The New York Times Book Review), so real and fascinating that you’ll find yourself squirming in Stephen King’s heart-stopping, blood-curdling grip—and loving every minute of it.",Horror
Blackout (Newsflesh Series #3),Mira Grant,"The explosive conclusion to the Newsflesh trilogy from New York Times bestseller Mira Grant.The year was 2014. The year we cured cancer. The year we cured the common cold. And the year the dead started to walk. The year of the Rising.The year was 2039. The world didn't end when the zombies came, it just got worse. Georgia and Shaun Mason set out on the biggest story of their generation. The uncovered the biggest conspiracy since the Rising and realized that to tell the truth, sacrifices have to be made.Now, the year is 2041, and the investigation that began with the election of President Ryman is much bigger than anyone had assumed. With too much left to do and not much time left to do it in, the surviving staff of After the End Times must face mad scientists, zombie bears, rogue government agencies-and if there's one thing they know is true in post-zombie America, it's this:Things can always get worse.BLACKOUT is the conclusion to the epic trilogy that began in the Hugo-nominated Feed and the sequel, Deadline.",Horror
"The Fifth Essence (The Final Formula Series, Book 5)",Becca Andre,"Addie Daulton has never backed down from a challenge. After all, doing the impossible is what makes her a master alchemist. So when she learns that her best friend, James Huntsman, has been banished from the mortal world, she believes she can get him back. But finding James isn't her only problem.An infectious breed of zombies has appeared in the city, and they're like nothing any necromancer has seen. Addie suspects that alchemy is involved, or more specifically, an alchemist. She strongly suspects her former colleague Neil Dunstan is behind it, using the ingredient she inadvertently gave him.And if all of this isn't enough, New Magic suddenly vanishes as mysteriously as it appeared two decades ago. With the naming of a new Deacon only days away and infectious zombies targeting former New Magic users, it's not the best time for Rowan to lose his power--magically or politically.Impossible problems require improbable solutions, and circumstances keep pushing Addie to the same conclusion: the answer is buried in her family history. A history she doesn't remember. Now to save those she cares about, and perhaps the entire city, Addie will have to face her greatest fear. Her past.",Horror
SecondWorld: A Thriller,Jeremy Robinson,"""Another crisply plotted tale from the fertile imagination of Jeremy Robinson.  This one has it all, frozen Nazis, UFO crashes, Antarctica, and some really cool science.  Plan to hunker down for all-nighter with this one.  I did."" -Steve Berry, New York Times bestselling author of The Jefferson Key""Robinson blends myth, science and terminal velocity action like no one else."" -Scott Sigler, New York Times bestselling author of NocturnalThe high adventure of James Rollins meets the gripping suspense of Matthew Reilly in Jeremy Robinson's explosive new thriller, SecondWorld.Lincoln Miller, an ex-Navy SEAL turned NCIS Special Agent is sent to Aquarius, the world's only sub-oceanic research facility located off the Florida Keys, to investigate reports of ocean dumping. A week into his stay, strange red flakes descend from the surface. Scores of fish are dead and dying, poisoned by the debris that turns to powder in Miller's fingers and tastes like blood.Miller heads for the surface, ready to fight whoever is polluting on his watch. But he finds nothing. No ships. No polluters.No oxygen.Instead, he finds a cloudless sky full of red particles dropping like snow and coating the ocean with a thick film that stretches to the horizon. When a dead blue whale collides with Aquarius, Miller begins a harrowing race to escape the affected area.  Cut off from the rest of the world and surrounded by death, Miller makes his way to Miami where he discovers just one survivor, and the awful truth: the strange phenomenon that robbed the air of its life giving oxygen was an attack by an enemy reborn from the ashes of World War II. And they're just getting started. Miami, Tel Aviv, and Tokyo have all been destroyed. Millions are dead. And if Miller can't track down and stop those responsible in seven days, the rest of the world is next.MORE PRAISE FOR ROBINSON:""Rocket-boosted action, brilliant speculation, and the recreation of a horror out of the mythologic past, all seamlessly blend into a rollercoaster ride of suspense and adventure."" -- James Rollins, New York Times bestselling author of THE DEVIL COLONY and ALTAR OF EDEN""With THRESHOLD Jeremy Robinson goes pedal to the metal into very dark territory. Fast-paced, action-packed and wonderfully creepy! Highly recommended!"" --Jonathan Maberry, NY Times bestselling author of ROT&RUIN and PATIENT ZERO""Jeremy Robinson is the next James Rollins"" -- Chris Kuzneski, NY Times bestselling author of THE SECRET CROWN""If you like thrillers original, unpredictable and chock-full of action, you are going to love Jeremy Robinson...""-- Stephen Coonts, NY Times bestselling author of DEEP BLACK: ARCTIC GOLD""How do you find an original story idea in the crowded action-thriller genre? Two words: Jeremy Robinson."" -- Scott Sigler, NY Times Bestselling author of ANCESTOR and CONTAGIOUS""There's nothing timid about Robinson as he drops his readers off the cliff without a parachute and somehow manages to catch us an inch or two from doom."" -- Jeff Long, New York Times bestselling author of THE DESCENT""Jeremy Robinson's THRESHOLD is one hell of a thriller, wildly imaginative and diabolical, which combines ancient legends and modern science into a non-stop action ride that will keep you turning the pages until the wee hours. Relentlessly gripping from start to finish, don't turn your back on this book!"" -- Douglas Preston, NY Times bestselling author of IMPACT and BLASPHEMY",Horror
Valentine's Rising (Vampire Earth Series #4),E. E. Knight,"Returning to the Ozark Territories, freedom fighter David Valentine is shocked to find it overrun by vampiric Kurians under the command of the merciless Consul Solon. In a desperate gambit, Valentine leads a courageous group of soldiers on a mission to drive a spike into the gears of the Kurian Order. Valentine stakes life, honor, and the future of his home in a rebellion that sparks the greatest battle of his life.",Horror
The Last Aerie,Brian Lumley,"Nestor and Nathan Kiklu are the twin sons of Harry Keogh, the Necroscope. United by blood, they also share some of their father's awesome powers--but what they do with those gifts cannot be more different!Nathan takes up the struggle against the metamorphic vampires, while Nestor, fascinated by the vampires' eerie evil, has become his twin's worst nightmare: a Wamphyri Lord!Harry Keogh's sons have become the bitterest of enemies, each determined to destroy the other. When next they meet, one will surely die!At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",Horror
The Kingdom (Graveyard Queen Series #2),Amanda Stevens,"Re-read award-winning author Amanda Steven's chilling modern gothic series and relivethe journey of Amelia Gray, Graveyard Queen. THE KINGDOM Deep in the shadowy foothills of the Blue Ridge Mountains lies a dying town… My name is Amelia Gray. They call me The Graveyard Queen. I've been commissioned to restore an oldcemetery in Asher Falls, South Carolina, but I'm coming to think I have another purposehere.Why is there a cemetery at the bottom of Bell Lake? Why am I drawn time and again to ahidden grave I've discovered in the woods? Something is eating away at the soul of thistown—this withering kingdom—and it will only be restored if I can uncover the truth.",Horror
Heartless (Parasol Protectorate Series #4),Gail Carriger,"Lady Alexia Maccon, soulless, is at it again, only this time the trouble is not her fault in the fourth book of the NYT bestselling Parasol Protectorate series. When a mad ghost threatens the queen, Alexia is on the case, following a trail that leads her deep into her husband's past. Top that off with a sister who has joined the suffragette movement (shocking!), Madame Lefoux's latest mechanical invention, and a plague of zombie porcupines, Alexia barely has time to remember she happens to be eight months pregnant.Will Alexia manage to determine who is trying to kill Queen Victoria before it is too late? Is it the vampires again or is there a traitor lurking about in wolf's clothing? And what, exactly, has taken up residence in Lord Akeldama's second best closet?Heartless is the fourth book of the Parasol Protectorate series: a comedy of manners set in Victorian London, full of werewolves, vampires, dirigibles, and tea-drinking.",Horror
Wounds: Six Stories from the Border of Hell,Nathan Ballingrud,"“Stretch[es] the boundaries of the genre...It’s horrifying, but there’s beauty.” —The New York Times “One of the field’s most accomplished short story writers.” —The Washington Post A gripping collection of six stories of terror—including the novella “The Visible Filth,” the basis for the upcoming major motion picture—by Shirley Jackson Award–winning author Nathan Ballingrud, hailed as a major new voice by Jeff VanderMeer, Paul Tremblay, and Carmen Maria Machado—“one of the most heavyweight horror authors out there” (The Verge). In his first collection, North American Lake Monsters, Nathan Ballingrud carved out a distinctly singular place in American fiction with his “piercing and merciless” (Toronto Globe and Mail) portrayals of the monsters that haunt our lives—both real and imagined: “What Nathan Ballingrud does in North American Lake Monsters is to reinvigorate the horror tradition” (Los Angeles Review of Books).  Now, in Wounds, Ballingrud follows up with an even more confounding, strange, and utterly entrancing collection of six stories, including one new novella. From the eerie dread descending upon a New Orleans dive bartender after a cell phone is left behind in a rollicking bar fight in “The Visible Filth” to the search for the map of hell in “The Butcher’s Table,” Ballingrud’s beautifully crafted stories are riveting in their quietly terrifying depictions of the murky line between the known and the unknown.",Horror
